source	dest	edges	cum_dist	avg_dist_per_edge
ACE	TPO	2	0.191	0.0955
ACE	DHDDS	5	0.519	0.1038
ACE	HBD	3	0.344	0.114666666666667
ACE	GIP	3	0.192	0.064
ACE	JPH2	3	0.139	0.0463333333333333
ACE	DAAM1	6	0.114	0.019
ACE	SEMG2	5	0.306	0.0612
ACE	CKAP2	3	0.435	0.145
ACE	RAC1	4	0.081	0.02025
ACE	SOX15	5	0.869	0.1738
ACE	RGR	6	0.817	0.136166666666667
ACE	CARD9	6	0.248	0.0413333333333333
ACE	RPIA	3	0.328	0.109333333333333
ACE	TRAP1	4	0.29	0.0725
ACE	MX1	4	0.202	0.0505
KAPCA	TPO	4	0.202	0.0505
KAPCA	DHDDS	5	0.486	0.0972
KAPCA	HBD	6	0.446	0.0743333333333333
KAPCA	GIP	6	0.22	0.0366666666666667
KAPCA	JPH2	3	0.247	0.0823333333333333
KAPCA	DAAM1	7	0.112	0.016
KAPCA	SEMG2	4	0.338	0.0845
KAPCA	CKAP2	4	0.366	0.0915
KAPCA	RAC1	5	0.079	0.0158
KAPCA	SOX15	4	0.886	0.2215
KAPCA	RGR	5	0.834	0.1668
KAPCA	CARD9	5	0.177	0.0354
KAPCA	RPIA	3	0.372	0.124
KAPCA	TRAP1	4	0.275	0.06875
KAPCA	MX1	6	0.218	0.0363333333333333
NTKL	TPO	4	0.302	0.0755
NTKL	DHDDS	7	0.641	0.0915714285714286
NTKL	HBD	5	0.477	0.0954
NTKL	GIP	6	0.331	0.0551666666666667
NTKL	JPH2	7	0.307	0.0438571428571429
NTKL	DAAM1	6	0.24	0.04
NTKL	SEMG2	4	0.365	0.09125
NTKL	CKAP2	6	0.406	0.0676666666666667
NTKL	RAC1	4	0.207	0.05175
NTKL	SOX15	7	1.111	0.158714285714286
NTKL	RGR	8	1.031	0.128875
NTKL	CARD9	9	0.365	0.0405555555555556
NTKL	RPIA	5	0.502	0.1004
NTKL	TRAP1	6	0.361	0.0601666666666667
NTKL	MX1	4	0.34	0.085
CALM	TPO	3	0.182	0.0606666666666667
CALM	DHDDS	5	0.487	0.0974
CALM	HBD	4	0.357	0.08925
CALM	GIP	3	0.165	0.055
CALM	JPH2	3	0.129	0.043
CALM	DAAM1	4	0.077	0.01925
CALM	SEMG2	3	0.245	0.0816666666666667
CALM	CKAP2	2	0.183	0.0915
CALM	RAC1	2	0.044	0.022
CALM	SOX15	4	0.849	0.21225
CALM	RGR	5	0.797	0.1594
CALM	CARD9	5	0.178	0.0356
CALM	RPIA	3	0.335	0.111666666666667
CALM	TRAP1	3	0.24	0.08
CALM	MX1	3	0.18	0.06
ACHA4	TPO	4	0.278	0.0695
ACHA4	DHDDS	8	0.618	0.07725
ACHA4	HBD	5	0.455	0.091
ACHA4	GIP	4	0.304	0.076
ACHA4	JPH2	5	0.28	0.056
ACHA4	DAAM1	7	0.205	0.0292857142857143
ACHA4	SEMG2	5	0.363	0.0726
ACHA4	CKAP2	6	0.449	0.0748333333333333
ACHA4	RAC1	5	0.172	0.0344
ACHA4	SOX15	6	1.088	0.181333333333333
ACHA4	RGR	8	1.014	0.12675
ACHA4	CARD9	4	0.319	0.07975
ACHA4	RPIA	5	0.527	0.1054
ACHA4	TRAP1	6	0.364	0.0606666666666667
ACHA4	MX1	6	0.301	0.0501666666666667
ANXA2	TPO	6	0.235	0.0391666666666667
ANXA2	DHDDS	5	0.578	0.1156
ANXA2	HBD	2	0.364	0.182
ANXA2	GIP	4	0.204	0.051
ANXA2	JPH2	4	0.272	0.068
ANXA2	DAAM1	4	0.089	0.02225
ANXA2	SEMG2	4	0.378	0.0945
ANXA2	CKAP2	4	0.494	0.1235
ANXA2	RAC1	2	0.056	0.028
ANXA2	SOX15	5	0.917	0.1834
ANXA2	RGR	6	0.959	0.159833333333333
ANXA2	CARD9	4	0.223	0.05575
ANXA2	RPIA	5	0.442	0.0884
ANXA2	TRAP1	3	0.324	0.108
ANXA2	MX1	3	0.243	0.081
AURKB	TPO	4	0.179	0.04475
AURKB	DHDDS	6	0.517	0.0861666666666667
AURKB	HBD	4	0.396	0.099
AURKB	GIP	4	0.185	0.04625
AURKB	JPH2	2	0.252	0.126
AURKB	DAAM1	4	0.07	0.0175
AURKB	SEMG2	6	0.393	0.0655
AURKB	CKAP2	2	0.142	0.071
AURKB	RAC1	2	0.037	0.0185
AURKB	SOX15	8	1.104	0.138
AURKB	RGR	5	0.85	0.17
AURKB	CARD9	4	0.205	0.05125
AURKB	RPIA	5	0.423	0.0846
AURKB	TRAP1	4	0.263	0.06575
AURKB	MX1	5	0.215	0.043
GNAT3	TPO	7	0.325	0.0464285714285714
GNAT3	DHDDS	7	0.707	0.101
GNAT3	HBD	5	0.487	0.0974
GNAT3	GIP	5	0.267	0.0534
GNAT3	JPH2	4	0.291	0.07275
GNAT3	DAAM1	4	0.234	0.0585
GNAT3	SEMG2	4	0.387	0.09675
GNAT3	CKAP2	5	0.623	0.1246
GNAT3	RAC1	2	0.201	0.1005
GNAT3	SOX15	5	0.93	0.186
GNAT3	RGR	6	0.878	0.146333333333333
GNAT3	CARD9	6	0.362	0.0603333333333333
GNAT3	RPIA	3	0.385	0.128333333333333
GNAT3	TRAP1	6	0.478	0.0796666666666667
GNAT3	MX1	6	0.39	0.065
CA2D1	TPO	7	0.345	0.0492857142857143
CA2D1	DHDDS	6	0.84	0.14
CA2D1	HBD	4	0.642	0.1605
CA2D1	GIP	4	0.331	0.08275
CA2D1	JPH2	4	0.429	0.10725
CA2D1	DAAM1	4	0.301	0.07525
CA2D1	SEMG2	5	0.63	0.126
CA2D1	CKAP2	7	0.655	0.0935714285714286
CA2D1	RAC1	2	0.268	0.134
CA2D1	SOX15	6	1.321	0.220166666666667
CA2D1	RGR	8	1.189	0.148625
CA2D1	CARD9	4	0.436	0.109
CA2D1	RPIA	5	0.654	0.1308
CA2D1	TRAP1	5	0.611	0.1222
CA2D1	MX1	6	0.468	0.078
CAH4	TPO	4	0.488	0.122
CAH4	DHDDS	7	0.979	0.139857142857143
CAH4	HBD	2	0.714	0.357
CAH4	GIP	4	0.478	0.1195
CAH4	JPH2	6	0.87	0.145
CAH4	DAAM1	7	0.893	0.127571428571429
CAH4	SEMG2	8	0.948	0.1185
CAH4	CKAP2	7	0.919	0.131285714285714
CAH4	RAC1	5	0.86	0.172
CAH4	SOX15	12	1.598	0.133166666666667
CAH4	RGR	6	1.192	0.198666666666667
CAH4	CARD9	9	0.978	0.108666666666667
CAH4	RPIA	4	0.528	0.132
CAH4	TRAP1	5	0.806	0.1612
CAH4	MX1	6	0.537	0.0895
AK1C1	TPO	4	0.351	0.08775
AK1C1	DHDDS	4	0.88	0.22
AK1C1	HBD	5	0.56	0.112
AK1C1	GIP	5	0.337	0.0674
AK1C1	JPH2	4	0.644	0.161
AK1C1	DAAM1	8	0.47	0.05875
AK1C1	SEMG2	4	0.771	0.19275
AK1C1	CKAP2	4	0.794	0.1985
AK1C1	RAC1	6	0.437	0.0728333333333333
AK1C1	SOX15	8	1.416	0.177
AK1C1	RGR	7	1.072	0.153142857142857
AK1C1	CARD9	6	0.57	0.095
AK1C1	RPIA	4	0.557	0.13925
AK1C1	TRAP1	7	0.673	0.0961428571428572
AK1C1	MX1	7	0.486	0.0694285714285714
ROCK1	TPO	4	0.267	0.06675
ROCK1	DHDDS	5	0.939	0.1878
ROCK1	HBD	3	0.455	0.151666666666667
ROCK1	GIP	3	0.229	0.0763333333333333
ROCK1	JPH2	6	0.719	0.119833333333333
ROCK1	DAAM1	3	0.114	0.038
ROCK1	SEMG2	3	0.472	0.157333333333333
ROCK1	CKAP2	4	0.68	0.17
ROCK1	RAC1	1	0.081	0.081
ROCK1	SOX15	5	1.205	0.241
ROCK1	RGR	8	1.051	0.131375
ROCK1	CARD9	4	0.196	0.049
ROCK1	RPIA	4	0.467	0.11675
ROCK1	TRAP1	3	0.526	0.175333333333333
ROCK1	MX1	4	0.313	0.07825
CHLE	TPO	6	0.256	0.0426666666666667
CHLE	DHDDS	6	0.878	0.146333333333333
CHLE	HBD	4	0.405	0.10125
CHLE	GIP	3	0.188	0.0626666666666667
CHLE	JPH2	4	0.276	0.069
CHLE	DAAM1	6	0.122	0.0203333333333333
