source	dest	edges	cum_dist	avg_dist_per_edge
J3QK85	HAUS2	6	0.547	0.0911666666666667
J3QK85	DDR2	4	0.394	0.0985
J3QK85	BCL7C	4	0.552	0.138
J3QK85	ARRB2	4	0.238	0.0595
J3QK85	ASH2L	6	0.955	0.159166666666667
J3QK85	ILKAP	4	0.656	0.164
J3QK85	SDC4	3	0.209	0.0696666666666667
J3QK85	UFM1	4	0.546	0.1365
J3QK85	UCK2	5	0.422	0.0844
J3QK85	TRHDE	6	0.769	0.128166666666667
J3QK85	WLS	6	0.481	0.0801666666666667
J3QK85	UBA1	4	0.33	0.0825
J3QK85	STX5	4	0.394	0.0985
J3QK85	GSTP1	3	0.296	0.0986666666666667
J3QK85	TLR3	2	0.179	0.0895
J3QK85	WNT3	6	0.447	0.0745
ZAP70	OR3A1	3	0.391	0.130333333333333
ZAP70	OVGP1	5	0.545	0.109
ZAP70	ZMYM6	6	0.359	0.0598333333333333
ZAP70	CHST7	4	0.509	0.12725
ZAP70	HAUS2	4	0.836	0.209
ZAP70	DDR2	4	0.624	0.156
ZAP70	BCL7C	4	0.716	0.179
ZAP70	ARRB2	2	0.191	0.0955
ZAP70	ASH2L	6	0.875	0.145833333333333
ZAP70	ILKAP	4	0.849	0.21225
ZAP70	SDC4	4	0.142	0.0355
ZAP70	UFM1	5	0.479	0.0958
ZAP70	UCK2	7	0.468	0.0668571428571429
ZAP70	TRHDE	6	0.985	0.164166666666667
ZAP70	WLS	4	0.434	0.1085
ZAP70	UBA1	5	0.382	0.0764
ZAP70	STX5	6	0.365	0.0608333333333333
ZAP70	GSTP1	3	0.489	0.163
ZAP70	TLR3	3	0.112	0.0373333333333333
ZAP70	WNT3	4	0.4	0.1
UD14	OR3A1	6	0.558	0.093
UD14	OVGP1	5	0.73	0.146
UD14	ZMYM6	5	0.408	0.0816
UD14	CHST7	6	0.525	0.0875
UD14	HAUS2	8	0.746	0.09325
UD14	DDR2	6	0.64	0.106666666666667
UD14	BCL7C	6	0.732	0.122
UD14	ARRB2	5	0.391	0.0782
UD14	ASH2L	6	0.855	0.1425
UD14	ILKAP	5	0.809	0.1618
UD14	SDC4	7	0.398	0.0568571428571429
UD14	UFM1	6	0.662	0.110333333333333
UD14	UCK2	7	0.621	0.0887142857142857
UD14	TRHDE	8	0.968	0.121
UD14	WLS	7	0.634	0.0905714285714286
UD14	UBA1	5	0.483	0.0966
UD14	STX5	4	0.43	0.1075
UD14	GSTP1	2	0.179	0.0895
UD14	TLR3	6	0.397	0.0661666666666667
UD14	WNT3	7	0.6	0.0857142857142857
S12A2	OR3A1	4	0.475	0.11875
S12A2	OVGP1	4	0.697	0.17425
S12A2	ZMYM6	7	0.535	0.0764285714285714
S12A2	CHST7	6	0.442	0.0736666666666667
S12A2	HAUS2	6	0.663	0.1105
S12A2	DDR2	4	0.51	0.1275
S12A2	BCL7C	6	0.649	0.108166666666667
S12A2	ARRB2	4	0.354	0.0885
S12A2	ASH2L	6	0.772	0.128666666666667
S12A2	ILKAP	4	0.783	0.19575
S12A2	SDC4	4	0.316	0.079
S12A2	UFM1	5	0.629	0.1258
S12A2	UCK2	4	0.481	0.12025
S12A2	TRHDE	6	0.885	0.1475
S12A2	WLS	6	0.597	0.0995
S12A2	UBA1	4	0.406	0.1015
S12A2	STX5	6	0.563	0.0938333333333333
S12A2	GSTP1	3	0.423	0.141
S12A2	TLR3	3	0.31	0.103333333333333
S12A2	WNT3	6	0.563	0.0938333333333333
EST1A	OR3A1	3	0.371	0.123666666666667
EST1A	OVGP1	4	0.626	0.1565
EST1A	ZMYM6	5	0.362	0.0724
EST1A	CHST7	5	0.722	0.1444
EST1A	HAUS2	5	0.567	0.1134
EST1A	DDR2	7	0.899	0.128428571428571
EST1A	BCL7C	4	0.718	0.1795
EST1A	ARRB2	2	0.171	0.0855
EST1A	ASH2L	5	0.564	0.1128
EST1A	ILKAP	6	0.085	0.0141666666666667
EST1A	SDC4	4	0.345	0.08625
EST1A	UFM1	2	0.565	0.2825
EST1A	UCK2	5	0.509	0.1018
EST1A	TRHDE	6	0.438	0.073
EST1A	WLS	4	0.414	0.1035
EST1A	UBA1	2	0.311	0.1555
EST1A	STX5	4	0.458	0.1145
EST1A	GSTP1	5	0.949	0.1898
EST1A	TLR3	9	0.962	0.106888888888889
EST1A	WNT3	4	0.38	0.095
VKOR1	OR3A1	6	0.808	0.134666666666667
VKOR1	OVGP1	8	0.774	0.09675
VKOR1	ZMYM6	5	0.788	0.1576
VKOR1	CHST7	5	0.82	0.164
VKOR1	HAUS2	8	0.897	0.112125
VKOR1	DDR2	6	0.843	0.1405
VKOR1	BCL7C	6	0.987	0.1645
VKOR1	ARRB2	7	0.996	0.142285714285714
VKOR1	ASH2L	5	0.719	0.1438
VKOR1	ILKAP	8	0.564	0.0705
VKOR1	SDC4	7	0.648	0.0925714285714286
VKOR1	UFM1	6	0.979	0.163166666666667
VKOR1	UCK2	7	0.871	0.124428571428571
VKOR1	TRHDE	6	0.849	0.1415
VKOR1	WLS	7	0.776	0.110857142857143
VKOR1	UBA1	5	0.733	0.1466
VKOR1	STX5	6	0.794	0.132333333333333
VKOR1	GSTP1	2	0.429	0.2145
VKOR1	TLR3	6	0.647	0.107833333333333
VKOR1	WNT3	8	0.663	0.082875
XDH	OR3A1	5	0.857	0.1714
XDH	OVGP1	5	0.975	0.195
XDH	ZMYM6	6	0.618	0.103
XDH	CHST7	5	0.791	0.1582
XDH	HAUS2	7	0.913	0.130428571428571
XDH	DDR2	4	0.901	0.22525
XDH	BCL7C	5	0.998	0.1996
XDH	ARRB2	4	0.657	0.16425
XDH	ASH2L	4	0.658	0.1645
XDH	ILKAP	7	0.491	0.0701428571428571
XDH	SDC4	6	0.664	0.110666666666667
XDH	UFM1	5	0.918	0.1836
XDH	UCK2	7	0.896	0.128
XDH	TRHDE	5	0.597	0.1194
XDH	WLS	6	0.9	0.15
XDH	UBA1	4	0.749	0.18725
XDH	STX5	4	0.728	0.182
XDH	GSTP1	3	0.715	0.238333333333333
XDH	TLR3	5	0.663	0.1326
XDH	WNT3	6	0.866	0.144333333333333
ACHB4	OR3A1	4	0.475	0.11875
ACHB4	OVGP1	4	0.697	0.17425
ACHB4	ZMYM6	7	0.535	0.0764285714285714
ACHB4	CHST7	6	0.442	0.0736666666666667
ACHB4	HAUS2	6	0.663	0.1105
ACHB4	DDR2	4	0.51	0.1275
ACHB4	BCL7C	6	0.649	0.108166666666667
ACHB4	ARRB2	4	0.354	0.0885
ACHB4	ASH2L	6	0.772	0.128666666666667
ACHB4	ILKAP	4	0.783	0.19575
ACHB4	SDC4	4	0.316	0.079
ACHB4	UFM1	5	0.629	0.1258
ACHB4	UCK2	5	0.538	0.1076
ACHB4	TRHDE	6	0.885	0.1475
ACHB4	WLS	6	0.597	0.0995
ACHB4	UBA1	4	0.406	0.1015
ACHB4	STX5	3	0.513	0.171
ACHB4	GSTP1	3	0.423	0.141
ACHB4	TLR3	3	0.31	0.103333333333333
ACHB4	WNT3	6	0.563	0.0938333333333333
RLP24	OR3A1	5	0.425	0.085
RLP24	OVGP1	7	0.806	0.115142857142857
RLP24	ZMYM6	7	0.416	0.0594285714285714
RLP24	CHST7	7	0.917	0.131
RLP24	HAUS2	7	0.952	0.136
RLP24	DDR2	5	0.889	0.1778
RLP24	BCL7C	6	0.772	0.128666666666667
RLP24	ARRB2	4	0.225	0.05625
RLP24	ASH2L	3	0.479	0.159666666666667
RLP24	ILKAP	5	0.119	0.0238
RLP24	SDC4	6	0.399	0.0665
RLP24	UFM1	4	0.619	0.15475
RLP24	UCK2	7	0.563	0.0804285714285714
RLP24	TRHDE	5	0.472	0.0944
RLP24	WLS	6	0.468	0.078
RLP24	UBA1	4	0.365	0.09125
RLP24	STX5	6	0.512	0.0853333333333333
RLP24	GSTP1	5	0.841	0.1682
RLP24	TLR3	6	0.79	0.131666666666667
RLP24	WNT3	6	0.434	0.0723333333333333
EDN1	OR3A1	2	0.196	0.098
EDN1	OVGP1	3	0.498	0.166
EDN1	ZMYM6	3	0.298	0.0993333333333333
EDN1	CHST7	4	0.259	0.06475
EDN1	HAUS2	4	0.384	0.096
EDN1	DDR2	2	0.231	0.1155
EDN1	BCL7C	4	0.466	0.1165
EDN1	ARRB2	3	0.125	0.0416666666666667
EDN1	ASH2L	4	0.792	0.198
EDN1	ILKAP	3	0.543	0.181
EDN1	SDC4	4	0.139	0.03475
EDN1	UFM1	4	0.43	0.1075
EDN1	UCK2	3	0.259	0.0863333333333333
EDN1	TRHDE	4	0.606	0.1515
EDN1	WLS	5	0.368	0.0736
EDN1	UBA1	3	0.217	0.0723333333333333
EDN1	STX5	4	0.368	0.092
EDN1	GSTP1	2	0.183	0.0915
EDN1	TLR3	3	0.132	0.044
EDN1	WNT3	5	0.334	0.0668
GBRB3	OR3A1	5	0.911	0.1822
GBRB3	OVGP1	5	0.964	0.1928
GBRB3	ZMYM6	7	0.61	0.0871428571428571
GBRB3	CHST7	6	0.85	0.141666666666667
GBRB3	HAUS2	9	0.999	0.111
GBRB3	DDR2	5	0.83	0.166
GBRB3	BCL7C	6	0.978	0.163
GBRB3	ARRB2	4	0.711	0.17775
GBRB3	ASH2L	5	0.636	0.1272
GBRB3	ILKAP	6	0.321	0.0535
GBRB3	SDC4	5	0.674	0.1348
GBRB3	UFM1	6	0.896	0.149333333333333
GBRB3	UCK2	4	0.59	0.1475
GBRB3	TRHDE	6	0.674	0.112333333333333
GBRB3	WLS	6	0.954	0.159
GBRB3	UBA1	6	0.799	0.133166666666667
GBRB3	STX5	6	0.834	0.139
GBRB3	GSTP1	5	0.801	0.1602
GBRB3	TLR3	6	0.747	0.1245
GBRB3	WNT3	6	0.92	0.153333333333333
TKT	OR3A1	6	0.571	0.0951666666666667
TKT	OVGP1	5	0.748	0.1496
TKT	ZMYM6	5	0.366	0.0732
TKT	CHST7	6	0.505	0.0841666666666667
TKT	HAUS2	8	0.903	0.112875
TKT	DDR2	4	0.506	0.1265
TKT	BCL7C	6	0.712	0.118666666666667
TKT	ARRB2	5	0.371	0.0742
TKT	ASH2L	6	0.835	0.139166666666667
TKT	ILKAP	5	0.789	0.1578
TKT	SDC4	6	0.377	0.0628333333333333
TKT	UFM1	6	0.709	0.118166666666667
TKT	UCK2	6	0.608	0.101333333333333
TKT	TRHDE	6	0.974	0.162333333333333
TKT	WLS	7	0.614	0.0877142857142857
TKT	UBA1	5	0.463	0.0926
TKT	STX5	4	0.454	0.1135
TKT	GSTP1	4	0.429	0.10725
TKT	TLR3	5	0.376	0.0752
TKT	WNT3	7	0.58	0.0828571428571429
NEU2	OR3A1	5	0.438	0.0876
NEU2	OVGP1	4	0.633	0.15825
NEU2	ZMYM6	7	0.437	0.0624285714285714
NEU2	CHST7	4	0.363	0.09075
NEU2	HAUS2	5	0.818	0.1636
NEU2	DDR2	4	0.478	0.1195
NEU2	BCL7C	4	0.57	0.1425
NEU2	ARRB2	4	0.256	0.064
NEU2	ASH2L	4	0.693	0.17325
NEU2	ILKAP	4	0.674	0.1685
NEU2	SDC4	4	0.265	0.06625
NEU2	UFM1	5	0.568	0.1136
NEU2	UCK2	5	0.463	0.0926
NEU2	TRHDE	3	0.517	0.172333333333333
NEU2	WLS	6	0.499	0.0831666666666667
NEU2	UBA1	4	0.348	0.087
NEU2	STX5	4	0.484	0.121
NEU2	GSTP1	3	0.314	0.104666666666667
NEU2	TLR3	4	0.26	0.065
NEU2	WNT3	6	0.465	0.0775
3HAO	OR3A1	7	0.702	0.100285714285714
3HAO	OVGP1	5	0.893	0.1786
3HAO	ZMYM6	6	0.759	0.1265
3HAO	CHST7	12	0.997	0.0830833333333333
3HAO	HAUS2	8	0.9	0.1125
3HAO	DDR2	5	0.919	0.1838
3HAO	BCL7C	6	0.684	0.114
3HAO	ARRB2	6	0.897	0.1495
3HAO	ASH2L	5	0.993	0.1986
3HAO	ILKAP	7	0.495	0.0707142857142857
3HAO	SDC4	8	0.875	0.109375
3HAO	UFM1	7	1.135	0.162142857142857
3HAO	UCK2	6	0.749	0.124833333333333
3HAO	TRHDE	5	0.78	0.156
3HAO	WLS	7	0.766	0.109428571428571
3HAO	UBA1	7	0.771	0.110142857142857
3HAO	STX5	5	0.725	0.145
3HAO	GSTP1	3	0.555	0.185
3HAO	TLR3	5	0.994	0.1988
3HAO	WNT3	7	0.523	0.0747142857142857
RL10L	OR3A1	5	0.494	0.0988
RL10L	OVGP1	6	0.749	0.124833333333333
RL10L	ZMYM6	7	0.485	0.0692857142857143
RL10L	CHST7	5	0.941	0.1882
RL10L	HAUS2	6	0.66	0.11
RL10L	DDR2	5	0.995	0.199
RL10L	BCL7C	6	0.841	0.140166666666667
RL10L	ARRB2	4	0.294	0.0735
RL10L	ASH2L	7	0.722	0.103142857142857
RL10L	ILKAP	6	0.223	0.0371666666666667
RL10L	SDC4	6	0.468	0.078
RL10L	UFM1	4	0.688	0.172
RL10L	UCK2	4	0.608	0.152
RL10L	TRHDE	6	0.576	0.096
RL10L	WLS	6	0.537	0.0895
RL10L	UBA1	4	0.434	0.1085
RL10L	STX5	6	0.581	0.0968333333333333
RL10L	GSTP1	5	0.892	0.1784
RL10L	TLR3	4	0.927	0.23175
RL10L	WNT3	6	0.503	0.0838333333333333
ADA1D	OR3A1	3	0.282	0.094
ADA1D	OVGP1	4	0.584	0.146
ADA1D	ZMYM6	3	0.297	0.099
ADA1D	CHST7	5	0.345	0.069
ADA1D	HAUS2	5	0.47	0.094
ADA1D	DDR2	3	0.317	0.105666666666667
ADA1D	BCL7C	5	0.552	0.1104
ADA1D	ARRB2	4	0.189	0.04725
ADA1D	ASH2L	5	0.878	0.1756
ADA1D	ILKAP	4	0.629	0.15725
ADA1D	SDC4	3	0.212	0.0706666666666667
ADA1D	UFM1	5	0.516	0.1032
ADA1D	UCK2	4	0.309	0.07725
ADA1D	TRHDE	5	0.692	0.1384
ADA1D	WLS	6	0.432	0.072
ADA1D	UBA1	4	0.303	0.07575
ADA1D	STX5	5	0.435	0.087
ADA1D	GSTP1	3	0.269	0.0896666666666667
ADA1D	TLR3	2	0.182	0.091
ADA1D	WNT3	6	0.398	0.0663333333333333
CANB2	OR3A1	6	0.609	0.1015
CANB2	OVGP1	4	0.708	0.177
CANB2	ZMYM6	5	0.496	0.0992
CANB2	CHST7	5	0.534	0.1068
CANB2	HAUS2	7	0.807	0.115285714285714
CANB2	DDR2	4	0.514	0.1285
CANB2	BCL7C	5	0.741	0.1482
CANB2	ARRB2	5	0.427	0.0854
CANB2	ASH2L	5	0.864	0.1728
CANB2	ILKAP	5	0.845	0.169
CANB2	SDC4	4	0.418	0.1045
CANB2	UFM1	5	0.64	0.128
CANB2	UCK2	7	0.629	0.0898571428571429
CANB2	TRHDE	6	0.539	0.0898333333333333
CANB2	WLS	7	0.67	0.0957142857142857
CANB2	UBA1	5	0.519	0.1038
CANB2	STX5	6	0.507	0.0845
CANB2	GSTP1	4	0.485	0.12125
CANB2	TLR3	5	0.431	0.0862
CANB2	WNT3	7	0.636	0.0908571428571429
KAP3	OR3A1	3	0.254	0.0846666666666667
KAP3	OVGP1	4	0.685	0.17125
KAP3	ZMYM6	5	0.362	0.0724
KAP3	CHST7	8	0.444	0.0555
KAP3	HAUS2	1	0.101	0.101
KAP3	DDR2	8	0.559	0.069875
KAP3	BCL7C	8	0.651	0.081375
KAP3	ARRB2	3	0.159	0.053
KAP3	ASH2L	5	0.911	0.1822
KAP3	ILKAP	7	0.926	0.132285714285714
KAP3	SDC4	3	0.211	0.0703333333333333
KAP3	UFM1	6	0.597	0.0995
KAP3	UCK2	3	0.279	0.093
KAP3	TRHDE	5	0.725	0.145
KAP3	WLS	5	0.402	0.0804
KAP3	UBA1	5	0.402	0.0804
KAP3	STX5	4	0.553	0.13825
