source	dest	edges	cum_dist	avg_dist_per_edge
S12A2	IFIT1	4	0.224	0.056
S12A2	TGM1	6	0.386	0.0643333333333333
S12A2	PBX2	5	0.409	0.0818
S12A2	BANK1	4	0.87	0.2175
S12A2	SMPX	6	0.977	0.162833333333333
S12A2	ITK	5	0.912	0.1824
S12A2	NSUN7	5	1.032	0.2064
S12A2	AP4M1	6	0.447	0.0745
S12A2	CCNB2	4	0.562	0.1405
S12A2	GCNT4	4	0.366	0.0915
S12A2	DPH2	4	0.448	0.112
S12A2	HDAC3	3	0.388	0.129333333333333
EST1A	RAB25	6	0.559	0.0931666666666667
EST1A	NUDT9	7	0.349	0.0498571428571429
EST1A	KCNE2	9	0.261	0.029
EST1A	HLTF	5	0.222	0.0444
EST1A	ASB7	7	0.666	0.0951428571428572
EST1A	IFIT1	7	0.129	0.0184285714285714
EST1A	TGM1	5	0.274	0.0548
EST1A	PBX2	8	0.293	0.036625
EST1A	BANK1	6	0.736	0.122666666666667
EST1A	SMPX	6	0.85	0.141666666666667
EST1A	ITK	4	0.322	0.0805
EST1A	NSUN7	8	0.917	0.114625
EST1A	AP4M1	7	0.284	0.0405714285714286
EST1A	CCNB2	6	0.556	0.0926666666666667
EST1A	GCNT4	8	0.257	0.032125
EST1A	DPH2	3	0.248	0.0826666666666667
EST1A	HDAC3	4	0.376	0.094
VKOR1	RAB25	7	0.986	0.140857142857143
VKOR1	NUDT9	5	0.521	0.1042
VKOR1	KCNE2	5	0.457	0.0914
VKOR1	HLTF	5	0.438	0.0876
VKOR1	ASB7	7	0.934	0.133428571428571
VKOR1	IFIT1	7	0.372	0.0531428571428571
VKOR1	TGM1	7	0.504	0.072
VKOR1	PBX2	5	0.387	0.0774
VKOR1	BANK1	6	0.969	0.1615
VKOR1	SMPX	8	0.948	0.1185
VKOR1	ITK	5	0.749	0.1498
VKOR1	NSUN7	6	1.248	0.208
VKOR1	AP4M1	5	0.769	0.1538
VKOR1	CCNB2	4	0.803	0.20075
VKOR1	GCNT4	6	0.742	0.123666666666667
VKOR1	DPH2	5	0.618	0.1236
VKOR1	HDAC3	5	0.7	0.14
XDH	RAB25	7	0.978	0.139714285714286
XDH	NUDT9	5	0.934	0.1868
XDH	KCNE2	9	0.278	0.0308888888888889
XDH	HLTF	6	0.231	0.0385
XDH	ASB7	8	0.675	0.084375
XDH	IFIT1	8	0.165	0.020625
XDH	TGM1	8	0.297	0.037125
XDH	PBX2	6	0.356	0.0593333333333333
XDH	BANK1	8	0.718	0.08975
XDH	SMPX	4	0.598	0.1495
XDH	ITK	9	0.837	0.093
XDH	NSUN7	4	0.826	0.2065
XDH	AP4M1	8	0.671	0.083875
XDH	CCNB2	5	0.799	0.1598
XDH	GCNT4	5	0.534	0.1068
XDH	DPH2	6	0.359	0.0598333333333333
XDH	HDAC3	5	0.974	0.1948
ACHB4	RAB25	4	0.696	0.174
ACHB4	NUDT9	6	0.713	0.118833333333333
ACHB4	KCNE2	8	0.375	0.046875
ACHB4	HLTF	5	0.328	0.0656
ACHB4	ASB7	9	0.821	0.0912222222222222
ACHB4	IFIT1	4	0.224	0.056
ACHB4	TGM1	7	0.394	0.0562857142857143
ACHB4	PBX2	5	0.409	0.0818
ACHB4	BANK1	6	0.928	0.154666666666667
ACHB4	SMPX	6	0.888	0.148
ACHB4	ITK	4	0.514	0.1285
ACHB4	NSUN7	5	1.032	0.2064
ACHB4	AP4M1	4	0.456	0.114
ACHB4	CCNB2	4	0.644	0.161
ACHB4	GCNT4	4	0.366	0.0915
ACHB4	DPH2	5	0.487	0.0974
ACHB4	HDAC3	4	0.385	0.09625
RLP24	RAB25	9	0.643	0.0714444444444444
RLP24	NUDT9	9	0.679	0.0754444444444445
RLP24	KCNE2	9	0.24	0.0266666666666667
RLP24	HLTF	5	0.201	0.0402
RLP24	ASB7	7	0.645	0.0921428571428572
RLP24	IFIT1	7	0.108	0.0154285714285714
RLP24	TGM1	5	0.253	0.0506
RLP24	PBX2	8	0.272	0.034
RLP24	BANK1	8	0.617	0.077125
RLP24	SMPX	6	0.968	0.161333333333333
RLP24	ITK	4	0.618	0.1545
RLP24	NSUN7	2	0.893	0.4465
RLP24	AP4M1	7	0.263	0.0375714285714286
RLP24	CCNB2	3	0.422	0.140666666666667
RLP24	GCNT4	8	0.236	0.0295
RLP24	DPH2	3	0.227	0.0756666666666667
RLP24	HDAC3	4	0.672	0.168
EDN1	RAB25	5	0.596	0.1192
EDN1	NUDT9	3	0.216	0.072
EDN1	KCNE2	7	0.176	0.0251428571428571
EDN1	HLTF	4	0.129	0.03225
EDN1	ASB7	6	0.585	0.0975
EDN1	IFIT1	3	0.045	0.015
EDN1	TGM1	6	0.195	0.0325
EDN1	PBX2	4	0.225	0.05625
EDN1	BANK1	7	0.961	0.137285714285714
EDN1	SMPX	4	0.727	0.18175
EDN1	ITK	5	0.547	0.1094
EDN1	NSUN7	5	0.844	0.1688
EDN1	AP4M1	3	0.216	0.072
EDN1	CCNB2	3	0.335	0.111666666666667
EDN1	GCNT4	4	0.189	0.04725
EDN1	DPH2	4	0.269	0.06725
EDN1	HDAC3	2	0.106	0.053
GBRB3	RAB25	4	0.715	0.17875
GBRB3	NUDT9	4	0.624	0.156
GBRB3	KCNE2	3	0.475	0.158333333333333
GBRB3	HLTF	2	0.497	0.2485
GBRB3	ASB7	9	1.023	0.113666666666667
GBRB3	IFIT1	6	0.435	0.0725
GBRB3	TGM1	4	0.563	0.14075
GBRB3	PBX2	7	0.637	0.091
GBRB3	BANK1	7	0.982	0.140285714285714
GBRB3	SMPX	6	1.017	0.1695
GBRB3	ITK	5	0.824	0.1648
GBRB3	NSUN7	7	1.261	0.180142857142857
GBRB3	AP4M1	6	0.628	0.104666666666667
GBRB3	CCNB2	4	0.743	0.18575
GBRB3	GCNT4	7	0.601	0.0858571428571429
GBRB3	DPH2	7	0.707	0.101
GBRB3	HDAC3	3	0.569	0.189666666666667
TKT	RAB25	5	0.842	0.1684
TKT	NUDT9	2	0.185	0.0925
TKT	KCNE2	5	0.228	0.0456
TKT	HLTF	2	0.181	0.0905
TKT	ASB7	8	0.884	0.1105
TKT	IFIT1	4	0.134	0.0335
TKT	TGM1	4	0.247	0.06175
TKT	PBX2	4	0.355	0.08875
TKT	BANK1	7	0.856	0.122285714285714
TKT	SMPX	3	0.32	0.106666666666667
TKT	ITK	4	0.756	0.189
TKT	NSUN7	7	1.135	0.162142857142857
TKT	AP4M1	6	0.658	0.109666666666667
TKT	CCNB2	6	0.841	0.140166666666667
TKT	GCNT4	4	0.433	0.10825
TKT	DPH2	6	0.568	0.0946666666666667
TKT	HDAC3	4	0.81	0.2025
NEU2	RAB25	5	0.724	0.1448
NEU2	NUDT9	8	0.376	0.047
NEU2	KCNE2	5	0.192	0.0384
NEU2	HLTF	3	0.259	0.0863333333333333
NEU2	ASB7	9	0.736	0.0817777777777778
NEU2	IFIT1	4	0.183	0.04575
NEU2	TGM1	5	0.325	0.065
NEU2	PBX2	5	0.298	0.0596
NEU2	BANK1	9	0.703	0.0781111111111111
NEU2	SMPX	6	0.803	0.133833333333333
NEU2	ITK	4	0.661	0.16525
NEU2	NSUN7	9	0.982	0.109111111111111
NEU2	AP4M1	4	0.347	0.08675
NEU2	CCNB2	4	0.559	0.13975
NEU2	GCNT4	4	0.315	0.07875
NEU2	DPH2	5	0.402	0.0804
NEU2	HDAC3	4	0.329	0.08225
3HAO	RAB25	11	0.863	0.0784545454545455
3HAO	NUDT9	6	0.759	0.1265
3HAO	KCNE2	9	0.723	0.0803333333333333
3HAO	HLTF	6	0.676	0.112666666666667
3HAO	ASB7	10	1.12	0.112
3HAO	IFIT1	8	0.61	0.07625
3HAO	TGM1	7	0.718	0.102571428571429
3HAO	PBX2	8	0.758	0.09475
3HAO	BANK1	8	0.964	0.1205
3HAO	SMPX	9	0.921	0.102333333333333
3HAO	ITK	8	0.997	0.124625
3HAO	NSUN7	6	1.271	0.211833333333333
3HAO	AP4M1	9	0.968	0.107555555555556
3HAO	CCNB2	5	0.628	0.1256
3HAO	GCNT4	6	0.887	0.147833333333333
3HAO	DPH2	8	0.804	0.1005
3HAO	HDAC3	8	0.926	0.11575
RL10L	RAB25	6	0.645	0.1075
RL10L	NUDT9	6	0.761	0.126833333333333
RL10L	KCNE2	10	0.349	0.0349
RL10L	HLTF	6	0.31	0.0516666666666667
RL10L	ASB7	8	0.754	0.09425
RL10L	IFIT1	8	0.217	0.027125
RL10L	TGM1	6	0.362	0.0603333333333333
RL10L	PBX2	9	0.381	0.0423333333333333
RL10L	BANK1	6	0.822	0.137
RL10L	SMPX	6	0.936	0.156
RL10L	ITK	4	0.408	0.102
RL10L	NSUN7	9	1.005	0.111666666666667
RL10L	AP4M1	8	0.372	0.0465
RL10L	CCNB2	4	0.531	0.13275
RL10L	GCNT4	9	0.345	0.0383333333333333
RL10L	DPH2	4	0.336	0.084
RL10L	HDAC3	4	0.462	0.1155
ADA1D	RAB25	3	0.646	0.215333333333333
ADA1D	NUDT9	4	0.302	0.0755
ADA1D	KCNE2	4	0.261	0.06525
ADA1D	HLTF	5	0.215	0.043
ADA1D	ASB7	7	0.671	0.0958571428571429
ADA1D	IFIT1	4	0.131	0.03275
ADA1D	TGM1	7	0.281	0.0401428571428571
ADA1D	PBX2	5	0.311	0.0622
ADA1D	BANK1	6	0.651	0.1085
ADA1D	SMPX	5	0.813	0.1626
ADA1D	ITK	6	0.633	0.1055
ADA1D	NSUN7	6	0.93	0.155
ADA1D	AP4M1	4	0.302	0.0755
ADA1D	CCNB2	7	0.536	0.0765714285714286
ADA1D	GCNT4	5	0.275	0.055
ADA1D	DPH2	5	0.355	0.071
ADA1D	HDAC3	3	0.192	0.064
CANB2	RAB25	4	0.668	0.167
CANB2	NUDT9	8	0.872	0.109
CANB2	KCNE2	5	0.264	0.0528
CANB2	HLTF	4	0.255	0.06375
CANB2	ASB7	7	0.819	0.117
CANB2	IFIT1	6	0.154	0.0256666666666667
CANB2	TGM1	6	0.321	0.0535
CANB2	PBX2	7	0.42	0.06
CANB2	BANK1	6	0.682	0.113666666666667
CANB2	SMPX	5	0.804	0.1608
CANB2	ITK	6	0.843	0.1405
CANB2	NSUN7	6	0.961	0.160166666666667
CANB2	AP4M1	6	0.456	0.076
CANB2	CCNB2	4	0.456	0.114
CANB2	GCNT4	7	0.429	0.0612857142857143
CANB2	DPH2	5	0.503	0.1006
CANB2	HDAC3	4	0.588	0.147
KAP3	RAB25	8	0.745	0.093125
KAP3	NUDT9	8	0.4	0.05
KAP3	KCNE2	3	0.059	0.0196666666666667
KAP3	HLTF	4	0.27	0.0675
KAP3	ASB7	4	0.691	0.17275
KAP3	IFIT1	6	0.21	0.035
KAP3	TGM1	6	0.336	0.056
KAP3	PBX2	4	0.296	0.074
KAP3	BANK1	7	0.719	0.102714285714286
KAP3	SMPX	6	0.872	0.145333333333333
KAP3	ITK	5	0.622	0.1244
KAP3	NSUN7	7	0.998	0.142571428571429
KAP3	AP4M1	6	0.365	0.0608333333333333
KAP3	CCNB2	4	0.48	0.12
KAP3	GCNT4	7	0.338	0.0482857142857143
KAP3	DPH2	7	0.444	0.0634285714285714
KAP3	HDAC3	3	0.306	0.102
PANX1	RAB25	4	0.485	0.12125
PANX1	NUDT9	7	0.327	0.0467142857142857
PANX1	KCNE2	6	0.267	0.0445
PANX1	HLTF	4	0.241	0.06025
PANX1	ASB7	9	0.693	0.077
PANX1	IFIT1	4	0.135	0.03375
PANX1	TGM1	8	0.304	0.038
PANX1	PBX2	5	0.299	0.0598
PANX1	BANK1	4	0.528	0.132
PANX1	SMPX	8	0.776	0.097
PANX1	ITK	4	0.24	0.06
PANX1	NSUN7	7	0.931	0.133
PANX1	AP4M1	4	0.29	0.0725
PANX1	CCNB2	4	0.523	0.13075
PANX1	GCNT4	5	0.263	0.0526
PANX1	DPH2	7	0.375	0.0535714285714286
PANX1	HDAC3	5	0.276	0.0552
ST2A1	RAB25	5	0.699	0.1398
ST2A1	NUDT9	5	0.311	0.0622
ST2A1	KCNE2	6	0.257	0.0428333333333333
ST2A1	HLTF	4	0.222	0.0555
ST2A1	ASB7	8	0.724	0.0905
ST2A1	IFIT1	4	0.153	0.03825
ST2A1	TGM1	6	0.288	0.048
ST2A1	PBX2	5	0.365	0.073
ST2A1	BANK1	5	0.876	0.1752
ST2A1	SMPX	5	0.99	0.198
ST2A1	ITK	3	0.462	0.154
ST2A1	NSUN7	4	0.928	0.232
ST2A1	AP4M1	8	0.39	0.04875
ST2A1	CCNB2	4	0.607	0.15175
ST2A1	GCNT4	9	0.363	0.0403333333333333
ST2A1	DPH2	6	0.408	0.068
ST2A1	HDAC3	2	0.202	0.101
UPP2	RAB25	7	0.993	0.141857142857143
UPP2	NUDT9	5	0.964	0.1928
UPP2	KCNE2	7	0.368	0.0525714285714286
UPP2	HLTF	4	0.321	0.08025
UPP2	ASB7	8	0.765	0.095625
UPP2	IFIT1	6	0.255	0.0425
UPP2	TGM1	5	0.371	0.0742
UPP2	PBX2	6	0.446	0.0743333333333333
UPP2	BANK1	8	0.808	0.101
UPP2	SMPX	5	0.727	0.1454
UPP2	ITK	6	0.921	0.1535
UPP2	NSUN7	4	0.916	0.229
UPP2	AP4M1	6	0.761	0.126833333333333
UPP2	CCNB2	5	0.889	0.1778
UPP2	GCNT4	5	0.564	0.1128
UPP2	DPH2	6	0.449	0.0748333333333333
UPP2	HDAC3	6	0.975	0.1625
AK1D1	RAB25	6	0.888	0.148
AK1D1	NUDT9	6	0.884	0.147333333333333
AK1D1	KCNE2	4	0.352	0.088
AK1D1	HLTF	6	0.354	0.059
AK1D1	ASB7	9	0.868	0.0964444444444444
AK1D1	IFIT1	5	0.277	0.0554
AK1D1	TGM1	8	0.42	0.0525
AK1D1	PBX2	2	0.178	0.089
AK1D1	BANK1	10	0.882	0.0882
AK1D1	SMPX	4	0.702	0.1755
AK1D1	ITK	7	0.956	0.136571428571429
AK1D1	NSUN7	10	1.161	0.1161
AK1D1	AP4M1	6	0.583	0.0971666666666667
AK1D1	CCNB2	4	0.47	0.1175
AK1D1	GCNT4	7	0.556	0.0794285714285714
AK1D1	DPH2	7	0.552	0.0788571428571429
AK1D1	HDAC3	4	0.85	0.2125
CAC1A	RAB25	4	0.923	0.23075
CAC1A	NUDT9	5	0.599	0.1198
CAC1A	KCNE2	5	0.363	0.0726
CAC1A	HLTF	5	0.452	0.0904
CAC1A	ASB7	7	1.012	0.144571428571429
CAC1A	IFIT1	6	0.345	0.0575
CAC1A	TGM1	6	0.502	0.0836666666666667
CAC1A	PBX2	5	0.489	0.0978
CAC1A	BANK1	6	0.937	0.156166666666667
CAC1A	SMPX	4	0.732	0.183
CAC1A	ITK	6	0.921	0.1535
CAC1A	NSUN7	6	1.216	0.202666666666667
CAC1A	AP4M1	3	0.64	0.213333333333333
CAC1A	CCNB2	5	0.84	0.168
CAC1A	GCNT4	8	0.698	0.08725
CAC1A	DPH2	5	0.696	0.1392
CAC1A	HDAC3	4	0.666	0.1665
CUBN	RAB25	5	0.871	0.1742
CUBN	NUDT9	5	0.867	0.1734
CUBN	KCNE2	5	0.408	0.0816
CUBN	HLTF	5	0.389	0.0778
CUBN	ASB7	8	0.833	0.104125
