source	destinations_disconnected_to
ACE	THAP9	VAT1	WDR52
KAPCA	THAP9	VAT1	WDR52
NTKL	THAP9	VAT1	WDR52
CALM	THAP9	VAT1	WDR52
ACHA4	THAP9	VAT1	WDR52
ANXA2	THAP9	VAT1	WDR52
AURKB	THAP9	VAT1	WDR52
GNAT3	THAP9	VAT1	WDR52
CA2D1	THAP9	VAT1	WDR52
CAH4	THAP9	VAT1	WDR52
AK1C1	THAP9	VAT1	WDR52
ROCK1	THAP9	VAT1	WDR52
CHLE	THAP9	VAT1	WDR52
J3QK85	THAP9	VAT1	WDR52
ZAP70	THAP9	VAT1	WDR52
UD14	THAP9	VAT1	WDR52
S12A2	THAP9	VAT1	WDR52
EST1A	THAP9	VAT1	WDR52
VKOR1	THAP9	VAT1	WDR52
XDH	THAP9	VAT1	WDR52
ACHB4	THAP9	VAT1	WDR52
RLP24	THAP9	VAT1	WDR52
EDN1	THAP9	VAT1	WDR52
GBRB3	THAP9	VAT1	WDR52
TKT	THAP9	VAT1	WDR52
NEU2	THAP9	VAT1	WDR52
3HAO	THAP9	VAT1	WDR52
RL10L	THAP9	VAT1	WDR52
ADA1D	THAP9	VAT1	WDR52
CANB2	THAP9	VAT1	WDR52
KAP3	THAP9	VAT1	WDR52
PANX1	THAP9	VAT1	WDR52
ST2A1	THAP9	VAT1	WDR52
UPP2	THAP9	VAT1	WDR52
AK1D1	THAP9	VAT1	WDR52
CAC1A	THAP9	VAT1	WDR52
CUBN	THAP9	VAT1	WDR52
THA	THAP9	VAT1	WDR52
TBB5	THAP9	VAT1	WDR52
CATA	THAP9	VAT1	WDR52
RL3	THAP9	VAT1	WDR52
PA2GE	THAP9	VAT1	WDR52
HRH2	THAP9	VAT1	WDR52
ATTY	THAP9	VAT1	WDR52
S29A2	THAP9	VAT1	WDR52
GBRT	THAP9	VAT1	WDR52
ACHA3	THAP9	VAT1	WDR52
CDK6	THAP9	VAT1	WDR52
5HT7R	THAP9	VAT1	WDR52
ADRB1	THAP9	VAT1	WDR52
CP11A	THAP9	VAT1	WDR52
CSK	THAP9	VAT1	WDR52
5HT3A	THAP9	VAT1	WDR52
AT12A	THAP9	VAT1	WDR52
IOD3	THAP9	VAT1	WDR52
PGFRA	THAP9	VAT1	WDR52
A1AG1	THAP9	VAT1	WDR52
TNFA	THAP9	VAT1	WDR52
NFAC2	THAP9	VAT1	WDR52
NOS2	THAP9	VAT1	WDR52
5HT2B	THAP9	VAT1	WDR52
HS90A	THAP9	VAT1	WDR52
LCK	THAP9	VAT1	WDR52
ADCYA	THAP9	VAT1	WDR52
HS90B	THAP9	VAT1	WDR52
ADA2A	THAP9	VAT1	WDR52
CACP	THAP9	VAT1	WDR52
RARA	THAP9	VAT1	WDR52
PYC	THAP9	VAT1	WDR52
CATL1	THAP9	VAT1	WDR52
