source	dest	edges	cum_dist	avg_dist_per_edge
ACE	DDB2	3	0.141	0.047
ACE	BASP1	3	0.211	0.0703333333333333
ACE	FZD1	3	0.176	0.0586666666666667
ACE	MAST1	5	0.266	0.0532
ACE	CSN3	3	0.493	0.164333333333333
ACE	SF3B5	4	0.208	0.052
ACE	KCNE1	5	0.285	0.057
ACE	AZIN1	3	0.723	0.241
ACE	SSR4	2	0.123	0.0615
ACE	DSG2	4	0.223	0.05575
ACE	EHD1	4	0.542	0.1355
ACE	IL12A	2	0.178	0.089
ACE	ETAA1	5	0.396	0.0792
ACE	STX16	4	0.494	0.1235
ACE	FN3K	4	0.537	0.13425
ACE	EDEM3	4	0.713	0.17825
ACE	ISL1	3	0.311	0.103666666666667
ACE	CHD1	5	0.761	0.1522
ACE	USPL1	4	0.468	0.117
KAPCA	DDB2	3	0.126	0.042
KAPCA	BASP1	6	0.246	0.041
KAPCA	FZD1	4	0.331	0.08275
KAPCA	MAST1	5	0.289	0.0578
KAPCA	CSN3	3	0.478	0.159333333333333
KAPCA	SF3B5	4	0.218	0.0545
KAPCA	KCNE1	6	0.283	0.0471666666666667
KAPCA	AZIN1	4	0.943	0.23575
KAPCA	SSR4	2	0.14	0.07
KAPCA	DSG2	3	0.309	0.103
KAPCA	EHD1	5	0.499	0.0998
KAPCA	IL12A	3	0.169	0.0563333333333333
KAPCA	ETAA1	5	0.396	0.0792
KAPCA	STX16	3	0.511	0.170333333333333
KAPCA	FN3K	4	0.522	0.1305
KAPCA	EDEM3	4	0.877	0.21925
KAPCA	ISL1	3	0.273	0.091
KAPCA	CHD1	4	0.516	0.129
KAPCA	USPL1	3	0.514	0.171333333333333
NTKL	DDB2	4	0.238	0.0595
NTKL	BASP1	5	0.376	0.0752
NTKL	FZD1	6	0.492	0.082
NTKL	MAST1	7	0.423	0.0604285714285714
NTKL	CSN3	4	0.59	0.1475
NTKL	SF3B5	5	0.33	0.066
NTKL	KCNE1	5	0.413	0.0826
NTKL	AZIN1	6	0.661	0.110166666666667
NTKL	SSR4	5	0.365	0.073
NTKL	DSG2	4	0.21	0.0525
NTKL	EHD1	4	0.369	0.09225
NTKL	IL12A	4	0.282	0.0705
NTKL	ETAA1	5	0.529	0.1058
NTKL	STX16	5	0.647	0.1294
NTKL	FN3K	5	0.634	0.1268
NTKL	EDEM3	6	0.797	0.132833333333333
NTKL	ISL1	6	0.397	0.0661666666666667
NTKL	CHD1	7	0.684	0.0977142857142857
NTKL	USPL1	6	0.645	0.1075
CALM	DDB2	3	0.118	0.0393333333333333
CALM	BASP1	1	0.135	0.135
CALM	FZD1	3	0.223	0.0743333333333333
CALM	MAST1	5	0.256	0.0512
CALM	CSN3	3	0.47	0.156666666666667
CALM	SF3B5	3	0.188	0.0626666666666667
CALM	KCNE1	2	0.207	0.1035
CALM	AZIN1	2	0.805	0.4025
CALM	SSR4	2	0.103	0.0515
CALM	DSG2	3	0.09	0.03
CALM	EHD1	3	0.249	0.083
CALM	IL12A	3	0.162	0.054
CALM	ETAA1	5	0.373	0.0746
CALM	STX16	3	0.474	0.158
CALM	FN3K	4	0.514	0.1285
CALM	EDEM3	4	0.678	0.1695
CALM	ISL1	3	0.252	0.084
CALM	CHD1	3	0.408	0.136
CALM	USPL1	3	0.476	0.158666666666667
ACHA4	DDB2	5	0.215	0.043
ACHA4	BASP1	3	0.313	0.104333333333333
ACHA4	FZD1	4	0.465	0.11625
ACHA4	MAST1	5	0.38	0.076
ACHA4	CSN3	5	0.567	0.1134
ACHA4	SF3B5	6	0.307	0.0511666666666667
ACHA4	KCNE1	6	0.376	0.0626666666666667
ACHA4	AZIN1	4	0.634	0.1585
ACHA4	SSR4	4	0.294	0.0735
ACHA4	DSG2	4	0.244	0.061
ACHA4	EHD1	4	0.403	0.10075
ACHA4	IL12A	2	0.23	0.115
ACHA4	ETAA1	5	0.489	0.0978
ACHA4	STX16	4	0.624	0.156
ACHA4	FN3K	6	0.611	0.101833333333333
ACHA4	EDEM3	4	0.77	0.1925
ACHA4	ISL1	4	0.407	0.10175
ACHA4	CHD1	6	0.661	0.110166666666667
ACHA4	USPL1	6	0.619	0.103166666666667
ANXA2	DDB2	4	0.152	0.038
