source	dest	edges	cum_dist	avg_dist_per_edge
ZAP70	SMG8	6	0.209	0.0348333333333333
ZAP70	ERCC5	4	0.559	0.13975
ZAP70	GCM1	4	0.941	0.23525
ZAP70	NPTX1	6	0.194	0.0323333333333333
ZAP70	TRPS1	4	0.617	0.15425
ZAP70	NIT1	7	0.363	0.0518571428571429
ZAP70	CXCR3	4	0.179	0.04475
ZAP70	TESK1	6	0.381	0.0635
ZAP70	NRP2	4	0.315	0.07875
ZAP70	PTBP3	7	0.955	0.136428571428571
UD14	ERCC8	6	0.811	0.135166666666667
UD14	TLR4	3	0.208	0.0693333333333333
UD14	ANO1	7	0.716	0.102285714285714
UD14	SMG8	4	0.274	0.0685
UD14	ERCC5	7	0.863	0.123285714285714
UD14	GCM1	7	0.843	0.120428571428571
UD14	NPTX1	5	0.302	0.0604
UD14	TRPS1	8	0.706	0.08825
UD14	NIT1	8	0.489	0.061125
UD14	CXCR3	5	0.359	0.0718
UD14	TESK1	5	0.372	0.0744
UD14	NRP2	5	0.354	0.0708
UD14	PTBP3	8	0.958	0.11975
S12A2	ERCC8	4	0.728	0.182
S12A2	TLR4	5	0.267	0.0534
S12A2	ANO1	4	0.629	0.15725
S12A2	SMG8	4	0.376	0.094
S12A2	ERCC5	5	0.78	0.156
S12A2	GCM1	5	0.76	0.152
S12A2	NPTX1	4	0.367	0.09175
S12A2	TRPS1	6	0.623	0.103833333333333
S12A2	NIT1	7	0.554	0.0791428571428572
S12A2	CXCR3	4	0.326	0.0815
S12A2	TESK1	4	0.346	0.0865
S12A2	NRP2	4	0.272	0.068
S12A2	PTBP3	6	0.875	0.145833333333333
EST1A	ERCC8	6	0.971	0.161833333333333
EST1A	TLR4	5	0.165	0.033
EST1A	ANO1	11	0.91	0.0827272727272727
EST1A	SMG8	2	0.012	0.006
EST1A	ERCC5	6	0.958	0.159666666666667
EST1A	GCM1	7	0.855	0.122142857142857
EST1A	NPTX1	6	0.226	0.0376666666666667
EST1A	TRPS1	6	0.842	0.140333333333333
EST1A	NIT1	9	0.413	0.0458888888888889
EST1A	CXCR3	6	0.614	0.102333333333333
EST1A	TESK1	7	0.688	0.0982857142857143
EST1A	NRP2	8	0.919	0.114875
EST1A	PTBP3	7	1.076	0.153714285714286
VKOR1	ERCC8	6	0.914	0.152333333333333
VKOR1	TLR4	5	0.572	0.1144
VKOR1	ANO1	7	0.966	0.138
VKOR1	SMG8	6	0.638	0.106333333333333
VKOR1	ERCC5	7	0.966	0.138
VKOR1	GCM1	6	0.943	0.157166666666667
VKOR1	NPTX1	4	0.566	0.1415
VKOR1	TRPS1	7	0.883	0.126142857142857
VKOR1	NIT1	7	0.753	0.107571428571429
VKOR1	CXCR3	7	0.714	0.102
VKOR1	TESK1	5	0.622	0.1244
VKOR1	NRP2	5	0.604	0.1208
VKOR1	PTBP3	8	1.142	0.14275
XDH	ERCC8	5	0.835	0.167
XDH	TLR4	3	0.506	0.168666666666667
XDH	ANO1	6	0.982	0.163666666666667
XDH	SMG8	4	0.553	0.13825
XDH	ERCC5	6	0.887	0.147833333333333
XDH	GCM1	6	0.918	0.153
XDH	NPTX1	5	0.307	0.0614
XDH	TRPS1	5	0.98	0.196
XDH	NIT1	2	0.641	0.3205
XDH	CXCR3	5	0.708	0.1416
XDH	TESK1	4	0.638	0.1595
XDH	NRP2	4	0.62	0.155
XDH	PTBP3	6	1.076	0.179333333333333
ACHB4	ERCC8	4	0.728	0.182
ACHB4	TLR4	5	0.267	0.0534
ACHB4	ANO1	4	0.629	0.15725
ACHB4	SMG8	4	0.376	0.094
ACHB4	ERCC5	5	0.78	0.156
ACHB4	GCM1	5	0.76	0.152
ACHB4	NPTX1	5	0.375	0.075
ACHB4	TRPS1	6	0.623	0.103833333333333
ACHB4	NIT1	8	0.562	0.07025
ACHB4	CXCR3	4	0.326	0.0815
ACHB4	TESK1	4	0.346	0.0865
ACHB4	NRP2	4	0.272	0.068
ACHB4	PTBP3	6	0.875	0.145833333333333
RLP24	ERCC8	2	0.6	0.3
RLP24	TLR4	4	0.199	0.04975
RLP24	ANO1	10	0.944	0.0944
RLP24	SMG8	2	0.181	0.0905
RLP24	ERCC5	2	0.6	0.3
RLP24	GCM1	6	0.886	0.147666666666667
RLP24	NPTX1	5	0.26	0.052
RLP24	TRPS1	4	0.757	0.18925
RLP24	NIT1	8	0.447	0.055875
RLP24	CXCR3	4	0.529	0.13225
RLP24	TESK1	9	0.742	0.0824444444444444
RLP24	NRP2	4	0.77	0.1925
RLP24	PTBP3	9	1.13	0.125555555555556
EDN1	ERCC8	2	0.449	0.2245
EDN1	TLR4	4	0.068	0.017
EDN1	ANO1	4	0.451	0.11275
EDN1	SMG8	3	0.187	0.0623333333333333
EDN1	ERCC5	3	0.501	0.167
EDN1	GCM1	3	0.481	0.160333333333333
EDN1	NPTX1	4	0.176	0.044
EDN1	TRPS1	4	0.344	0.086
EDN1	NIT1	7	0.363	0.0518571428571429
EDN1	CXCR3	3	0.127	0.0423333333333333
EDN1	TESK1	3	0.106	0.0353333333333333
EDN1	NRP2	3	0.088	0.0293333333333333
EDN1	PTBP3	4	0.596	0.149
GBRB3	ERCC8	7	0.951	0.135857142857143
GBRB3	TLR4	5	0.353	0.0706
GBRB3	ANO1	7	0.58	0.0828571428571429
GBRB3	SMG8	3	0.552	0.184
GBRB3	ERCC5	7	0.951	0.135857142857143
GBRB3	GCM1	5	0.687	0.1374
GBRB3	NPTX1	6	0.367	0.0611666666666667
GBRB3	TRPS1	6	0.914	0.152333333333333
GBRB3	NIT1	9	0.554	0.0615555555555556
GBRB3	CXCR3	4	0.587	0.14675
GBRB3	TESK1	6	0.724	0.120666666666667
GBRB3	NRP2	5	0.695	0.139
GBRB3	PTBP3	7	1.088	0.155428571428571
TKT	ERCC8	6	0.968	0.161333333333333
TKT	TLR4	3	0.232	0.0773333333333333
TKT	ANO1	6	0.695	0.115833333333333
TKT	SMG8	4	0.298	0.0745
TKT	ERCC5	7	0.65	0.0928571428571429
TKT	GCM1	5	0.849	0.1698
TKT	NPTX1	5	0.279	0.0558
TKT	TRPS1	6	0.712	0.118666666666667
TKT	NIT1	5	0.415	0.083
TKT	CXCR3	6	0.443	0.0738333333333333
TKT	TESK1	5	0.352	0.0704
TKT	NRP2	3	0.32	0.106666666666667
TKT	PTBP3	6	0.964	0.160666666666667
NEU2	ERCC8	3	0.915	0.305
NEU2	TLR4	2	0.191	0.0955
NEU2	ANO1	5	0.579	0.1158
NEU2	SMG8	4	0.318	0.0795
NEU2	ERCC5	4	0.967	0.24175
NEU2	GCM1	4	0.947	0.23675
NEU2	NPTX1	5	0.264	0.0528
NEU2	TRPS1	5	0.81	0.162
NEU2	NIT1	8	0.451	0.056375
NEU2	CXCR3	4	0.265	0.06625
NEU2	TESK1	4	0.237	0.05925
NEU2	NRP2	3	0.208	0.0693333333333333
NEU2	PTBP3	5	0.993	0.1986
3HAO	ERCC8	6	0.972	0.162
3HAO	TLR4	4	0.503	0.12575
3HAO	ANO1	6	0.796	0.132666666666667
3HAO	SMG8	5	0.569	0.1138
3HAO	ERCC5	6	0.99	0.165
3HAO	GCM1	6	0.996	0.166
3HAO	NPTX1	5	0.358	0.0716
3HAO	TRPS1	8	0.983	0.122875
3HAO	NIT1	8	0.716	0.0895
3HAO	CXCR3	6	0.756	0.126
3HAO	TESK1	8	0.955	0.119375
3HAO	NRP2	5	0.91	0.182
3HAO	PTBP3	7	1.073	0.153285714285714
RL10L	ERCC8	5	0.884	0.1768
RL10L	TLR4	5	0.303	0.0606
RL10L	ANO1	9	0.958	0.106444444444444
RL10L	SMG8	2	0.27	0.135
RL10L	ERCC5	6	0.936	0.156
RL10L	GCM1	5	0.908	0.1816
RL10L	NPTX1	6	0.364	0.0606666666666667
RL10L	TRPS1	4	0.456	0.114
RL10L	NIT1	9	0.551	0.0612222222222222
RL10L	CXCR3	4	0.605	0.15125
RL10L	TESK1	4	0.786	0.1965
RL10L	NRP2	9	0.585	0.065
RL10L	PTBP3	9	1.199	0.133222222222222
ADA1D	ERCC8	3	0.535	0.178333333333333
ADA1D	TLR4	4	0.147	0.03675
ADA1D	ANO1	3	0.501	0.167
ADA1D	SMG8	4	0.273	0.06825
ADA1D	ERCC5	4	0.587	0.14675
ADA1D	GCM1	4	0.567	0.14175
ADA1D	NPTX1	5	0.262	0.0524
ADA1D	TRPS1	5	0.43	0.086
ADA1D	NIT1	8	0.449	0.056125
ADA1D	CXCR3	4	0.213	0.05325
ADA1D	TESK1	4	0.192	0.048
ADA1D	NRP2	4	0.174	0.0435
ADA1D	PTBP3	5	0.682	0.1364
CANB2	ERCC8	5	0.872	0.1744
CANB2	TLR4	3	0.14	0.0466666666666667
CANB2	ANO1	3	0.618	0.206
CANB2	SMG8	6	0.351	0.0585
CANB2	ERCC5	6	0.924	0.154
CANB2	GCM1	6	0.904	0.150666666666667
CANB2	NPTX1	5	0.303	0.0606
CANB2	TRPS1	7	0.767	0.109571428571429
CANB2	NIT1	7	0.457	0.0652857142857143
CANB2	CXCR3	4	0.337	0.08425
CANB2	TESK1	5	0.408	0.0816
CANB2	NRP2	4	0.379	0.09475
CANB2	PTBP3	7	1.019	0.145571428571429
KAP3	ERCC8	4	0.63	0.1575
KAP3	TLR4	4	0.196	0.049
KAP3	ANO1	6	0.664	0.110666666666667
KAP3	SMG8	2	0.202	0.101
KAP3	ERCC5	5	0.682	0.1364
KAP3	GCM1	4	0.6	0.15
KAP3	NPTX1	5	0.318	0.0636
KAP3	TRPS1	5	0.463	0.0926
KAP3	NIT1	7	0.462	0.066
KAP3	CXCR3	3	0.271	0.0903333333333333
KAP3	TESK1	6	0.482	0.0803333333333333
KAP3	NRP2	3	0.248	0.0826666666666667
KAP3	PTBP3	5	0.715	0.143
PANX1	ERCC8	5	0.619	0.1238
PANX1	TLR4	5	0.168	0.0336
PANX1	ANO1	6	0.524	0.0873333333333333
PANX1	SMG8	4	0.261	0.06525
PANX1	ERCC5	6	0.671	0.111833333333333
PANX1	GCM1	6	0.651	0.1085
PANX1	NPTX1	6	0.283	0.0471666666666667
PANX1	TRPS1	7	0.514	0.0734285714285714
PANX1	NIT1	9	0.47	0.0522222222222222
PANX1	CXCR3	6	0.272	0.0453333333333333
PANX1	TESK1	4	0.18	0.045
PANX1	NRP2	4	0.162	0.0405
PANX1	PTBP3	7	0.766	0.109428571428571
ST2A1	ERCC8	4	0.555	0.13875
ST2A1	TLR4	4	0.152	0.038
ST2A1	ANO1	8	0.693	0.086625
ST2A1	SMG8	6	0.324	0.054
ST2A1	ERCC5	5	0.607	0.1214
ST2A1	GCM1	3	0.577	0.192333333333333
ST2A1	NPTX1	4	0.269	0.06725
ST2A1	TRPS1	4	0.44	0.11
ST2A1	NIT1	7	0.455	0.065
ST2A1	CXCR3	4	0.304	0.076
ST2A1	TESK1	7	0.414	0.0591428571428571
ST2A1	NRP2	5	0.277	0.0554
ST2A1	PTBP3	4	0.692	0.173
UPP2	ERCC8	4	0.726	0.1815
UPP2	TLR4	4	0.351	0.08775
UPP2	ANO1	9	0.962	0.106888888888889
UPP2	SMG8	5	0.417	0.0834
UPP2	ERCC5	4	0.713	0.17825
UPP2	GCM1	6	0.873	0.1455
UPP2	NPTX1	5	0.382	0.0764
UPP2	TRPS1	6	0.924	0.154
UPP2	NIT1	6	0.539	0.0898333333333333
UPP2	CXCR3	4	0.389	0.09725
UPP2	TESK1	8	0.831	0.103875
UPP2	NRP2	6	0.546	0.091
UPP2	PTBP3	7	0.873	0.124714285714286
AK1D1	ERCC8	7	0.915	0.130714285714286
AK1D1	TLR4	6	0.3	0.05
AK1D1	ANO1	6	0.789	0.1315
AK1D1	SMG8	5	0.375	0.075
AK1D1	ERCC5	8	0.967	0.120875
AK1D1	GCM1	8	0.947	0.118375
AK1D1	NPTX1	6	0.403	0.0671666666666667
AK1D1	TRPS1	9	0.81	0.09
AK1D1	NIT1	7	0.585	0.0835714285714286
AK1D1	CXCR3	5	0.359	0.0718
AK1D1	TESK1	6	0.476	0.0793333333333333
AK1D1	NRP2	6	0.458	0.0763333333333333
AK1D1	PTBP3	9	1.062	0.118
CAC1A	ERCC8	5	0.96	0.192
CAC1A	TLR4	3	0.289	0.0963333333333333
CAC1A	ANO1	4	0.792	0.198
CAC1A	SMG8	6	0.501	0.0835
CAC1A	ERCC5	4	0.486	0.1215
CAC1A	GCM1	4	0.579	0.14475
CAC1A	NPTX1	5	0.404	0.0808
CAC1A	TRPS1	6	0.856	0.142666666666667
CAC1A	NIT1	8	0.59	0.07375
CAC1A	CXCR3	2	0.392	0.196
CAC1A	TESK1	7	0.729	0.104142857142857
CAC1A	NRP2	3	0.43	0.143333333333333
CAC1A	PTBP3	6	1.267	0.211166666666667
CUBN	ERCC8	5	0.875	0.175
CUBN	TLR4	3	0.472	0.157333333333333
CUBN	ANO1	6	0.927	0.1545
CUBN	SMG8	4	0.538	0.1345
CUBN	ERCC5	6	0.927	0.1545
CUBN	GCM1	5	0.703	0.1406
CUBN	NPTX1	6	0.459	0.0765
CUBN	TRPS1	7	0.917	0.131
CUBN	NIT1	9	0.646	0.0717777777777778
CUBN	CXCR3	6	0.675	0.1125
CUBN	TESK1	4	0.583	0.14575
CUBN	NRP2	4	0.565	0.14125
CUBN	PTBP3	6	1.056	0.176
THA	ERCC8	2	0.661	0.3305
THA	TLR4	4	0.072	0.018
THA	ANO1	6	0.593	0.0988333333333333
THA	SMG8	5	0.218	0.0436
THA	ERCC5	3	0.713	0.237666666666667
THA	GCM1	2	0.499	0.2495
THA	NPTX1	5	0.189	0.0378
THA	TRPS1	3	0.362	0.120666666666667
THA	NIT1	7	0.375	0.0535714285714286
THA	CXCR3	5	0.163	0.0326
THA	TESK1	6	0.364	0.0606666666666667
THA	NRP2	5	0.351	0.0702
THA	PTBP3	3	0.614	0.204666666666667
TBB5	ERCC8	4	0.879	0.21975
TBB5	TLR4	3	0.424	0.141333333333333
TBB5	ANO1	5	0.812	0.1624
TBB5	SMG8	4	0.583	0.14575
TBB5	ERCC5	5	0.931	0.1862
TBB5	GCM1	4	0.961	0.24025
TBB5	NPTX1	4	0.452	0.113
TBB5	TRPS1	4	0.808	0.202
TBB5	NIT1	5	0.355	0.071
TBB5	CXCR3	5	0.524	0.1048
TBB5	TESK1	5	0.699	0.1398
TBB5	NRP2	4	0.671	0.16775
TBB5	PTBP3	5	1.196	0.2392
CATA	ERCC8	4	0.906	0.2265
CATA	TLR4	3	0.186	0.062
CATA	ANO1	7	0.678	0.0968571428571429
CATA	SMG8	4	0.252	0.063
CATA	ERCC5	5	0.958	0.1916
CATA	GCM1	6	0.788	0.131333333333333
CATA	NPTX1	5	0.237	0.0474
CATA	TRPS1	6	0.948	0.158
CATA	NIT1	3	0.69	0.23
CATA	CXCR3	7	0.426	0.0608571428571429
CATA	TESK1	5	0.334	0.0668
CATA	NRP2	5	0.316	0.0632
CATA	PTBP3	7	1.117	0.159571428571429
RL3	ERCC8	3	0.924	0.308
RL3	TLR4	4	0.121	0.03025
RL3	ANO1	6	0.937	0.156166666666667
RL3	SMG8	2	0.098	0.049
RL3	ERCC5	3	0.924	0.308
RL3	GCM1	2	0.556	0.278
RL3	NPTX1	5	0.182	0.0364
RL3	TRPS1	4	0.627	0.15675
RL3	NIT1	8	0.369	0.046125
RL3	CXCR3	4	0.34	0.085
RL3	TESK1	4	0.521	0.13025
RL3	NRP2	5	0.655	0.131
RL3	PTBP3	7	0.998	0.142571428571429
PA2GE	ERCC8	4	0.656	0.164
PA2GE	TLR4	2	0.15	0.075
PA2GE	ANO1	5	0.534	0.1068
PA2GE	SMG8	4	0.273	0.06825
PA2GE	ERCC5	5	0.708	0.1416
PA2GE	GCM1	5	0.688	0.1376
PA2GE	NPTX1	5	0.269	0.0538
PA2GE	TRPS1	6	0.551	0.0918333333333333
PA2GE	NIT1	8	0.456	0.057
PA2GE	CXCR3	4	0.22	0.055
PA2GE	TESK1	4	0.192	0.048
PA2GE	NRP2	3	0.163	0.0543333333333333
PA2GE	PTBP3	6	0.803	0.133833333333333
HRH2	ERCC8	5	0.976	0.1952
HRH2	TLR4	4	0.187	0.04675
HRH2	ANO1	4	0.676	0.169
HRH2	SMG8	4	0.331	0.08275
HRH2	ERCC5	6	0.886	0.147666666666667
HRH2	GCM1	7	0.939	0.134142857142857
HRH2	NPTX1	4	0.295	0.07375
HRH2	TRPS1	4	0.567	0.14175
HRH2	NIT1	7	0.482	0.0688571428571429
HRH2	CXCR3	3	0.246	0.082
HRH2	TESK1	4	0.447	0.11175
HRH2	NRP2	4	0.63	0.1575
HRH2	PTBP3	6	1.025	0.170833333333333
ATTY	ERCC8	2	0.694	0.347
ATTY	TLR4	5	0.106	0.0212
ATTY	ANO1	5	0.614	0.1228
ATTY	SMG8	5	0.269	0.0538
ATTY	ERCC5	3	0.746	0.248666666666667
ATTY	GCM1	3	0.726	0.242
ATTY	NPTX1	4	0.21	0.0525
ATTY	TRPS1	4	0.589	0.14725
ATTY	NIT1	7	0.397	0.0567142857142857
ATTY	CXCR3	4	0.184	0.046
ATTY	TESK1	4	0.276	0.069
ATTY	NRP2	3	0.247	0.0823333333333333
ATTY	PTBP3	4	0.841	0.21025
S29A2	ERCC8	7	0.853	0.121857142857143
S29A2	TLR4	4	0.626	0.1565
S29A2	ANO1	7	0.886	0.126571428571429
S29A2	SMG8	5	0.693	0.1386
S29A2	ERCC5	7	0.843	0.120428571428571
S29A2	GCM1	7	0.978	0.139714285714286
S29A2	NPTX1	7	0.687	0.0981428571428572
S29A2	TRPS1	7	0.893	0.127571428571429
S29A2	NIT1	9	0.86	0.0955555555555556
S29A2	CXCR3	6	0.998	0.166333333333333
S29A2	TESK1	6	0.893	0.148833333333333
S29A2	NRP2	9	0.88	0.0977777777777778
S29A2	PTBP3	6	1.121	0.186833333333333
GBRT	ERCC8	4	0.794	0.1985
GBRT	TLR4	6	0.715	0.119166666666667
GBRT	ANO1	6	1.041	0.1735
GBRT	SMG8	5	0.766	0.1532
GBRT	ERCC5	5	0.846	0.1692
GBRT	GCM1	4	0.818	0.2045
GBRT	NPTX1	2	0.821	0.4105
GBRT	TRPS1	6	0.907	0.151166666666667
GBRT	NIT1	6	1.015	0.169166666666667
GBRT	CXCR3	7	0.786	0.112285714285714
GBRT	TESK1	5	0.744	0.1488
GBRT	NRP2	5	0.726	0.1452
GBRT	PTBP3	6	1.159	0.193166666666667
ACHA3	ERCC8	4	0.728	0.182
ACHA3	TLR4	5	0.267	0.0534
ACHA3	ANO1	4	0.629	0.15725
ACHA3	SMG8	4	0.376	0.094
ACHA3	ERCC5	5	0.78	0.156
ACHA3	GCM1	5	0.76	0.152
ACHA3	NPTX1	5	0.375	0.075
ACHA3	TRPS1	6	0.623	0.103833333333333
ACHA3	NIT1	8	0.562	0.07025
ACHA3	CXCR3	4	0.326	0.0815
ACHA3	TESK1	4	0.346	0.0865
ACHA3	NRP2	4	0.272	0.068
ACHA3	PTBP3	6	0.875	0.145833333333333
CDK6	ERCC8	4	0.908	0.227
CDK6	TLR4	6	0.054	0.009
CDK6	ANO1	5	0.522	0.1044
CDK6	SMG8	4	0.207	0.05175
CDK6	ERCC5	5	0.96	0.192
CDK6	GCM1	2	0.229	0.1145
CDK6	NPTX1	6	0.17	0.0283333333333333
CDK6	TRPS1	4	0.793	0.19825
