source	destinations_disconnected_to
ACE	SYT13	LMF2	BAZ2B
KAPCA	SYT13	LMF2	BAZ2B
NTKL	SYT13	LMF2	BAZ2B
CALM	SYT13	LMF2	BAZ2B
ACHA4	SYT13	LMF2	BAZ2B
ANXA2	SYT13	LMF2	BAZ2B
AURKB	SYT13	LMF2	BAZ2B
GNAT3	SYT13	LMF2	BAZ2B
CA2D1	SYT13	LMF2	BAZ2B
CAH4	SYT13	LMF2	BAZ2B
AK1C1	SYT13	LMF2	BAZ2B
ROCK1	SYT13	LMF2	BAZ2B
CHLE	SYT13	LMF2	BAZ2B
J3QK85	SYT13	LMF2	BAZ2B
ZAP70	SYT13	LMF2	BAZ2B
UD14	SYT13	LMF2	BAZ2B
S12A2	SYT13	LMF2	BAZ2B
EST1A	SYT13	LMF2	BAZ2B
VKOR1	SYT13	LMF2	BAZ2B
XDH	SYT13	LMF2	BAZ2B
ACHB4	SYT13	LMF2	BAZ2B
RLP24	SYT13	LMF2	BAZ2B
EDN1	SYT13	LMF2	BAZ2B
GBRB3	SYT13	LMF2	BAZ2B
TKT	SYT13	LMF2	BAZ2B
NEU2	SYT13	LMF2	BAZ2B
3HAO	SYT13	LMF2	BAZ2B
RL10L	SYT13	LMF2	BAZ2B
ADA1D	SYT13	LMF2	BAZ2B
CANB2	SYT13	LMF2	BAZ2B
KAP3	SYT13	LMF2	BAZ2B
PANX1	SYT13	LMF2	BAZ2B
ST2A1	SYT13	LMF2	BAZ2B
UPP2	SYT13	LMF2	BAZ2B
AK1D1	SYT13	LMF2	BAZ2B
CAC1A	SYT13	LMF2	BAZ2B
CUBN	SYT13	LMF2	BAZ2B
THA	SYT13	LMF2	BAZ2B
TBB5	SYT13	LMF2	BAZ2B
CATA	SYT13	LMF2	BAZ2B
RL3	SYT13	LMF2	BAZ2B
PA2GE	SYT13	LMF2	BAZ2B
HRH2	SYT13	LMF2	BAZ2B
ATTY	SYT13	LMF2	BAZ2B
S29A2	SYT13	LMF2	BAZ2B
GBRT	SYT13	LMF2	BAZ2B
ACHA3	SYT13	LMF2	BAZ2B
CDK6	SYT13	LMF2	BAZ2B
5HT7R	SYT13	LMF2	BAZ2B
ADRB1	SYT13	LMF2	BAZ2B
CP11A	SYT13	LMF2	BAZ2B
CSK	SYT13	LMF2	BAZ2B
5HT3A	SYT13	LMF2	BAZ2B
AT12A	SYT13	LMF2	BAZ2B
IOD3	SYT13	LMF2	BAZ2B
PGFRA	SYT13	LMF2	BAZ2B
A1AG1	SYT13	LMF2	BAZ2B
TNFA	SYT13	LMF2	BAZ2B
NFAC2	SYT13	LMF2	BAZ2B
NOS2	SYT13	LMF2	BAZ2B
5HT2B	SYT13	LMF2	BAZ2B
HS90A	SYT13	LMF2	BAZ2B
LCK	SYT13	LMF2	BAZ2B
ADCYA	SYT13	LMF2	BAZ2B
HS90B	SYT13	LMF2	BAZ2B
ADA2A	SYT13	LMF2	BAZ2B
CACP	SYT13	LMF2	BAZ2B
