source	dest	edges	cum_dist	avg_dist_per_edge
VKOR1	ENAH	6	0.783	0.1305
VKOR1	U2AF1	7	0.788	0.112571428571429
XDH	FOLR1	6	0.862	0.143666666666667
XDH	JPH3	5	1.104	0.2208
XDH	BAG5	5	0.954	0.1908
XDH	TASP1	5	0.97	0.194
XDH	DPYS	3	0.539	0.179666666666667
XDH	PPARG	4	0.539	0.13475
XDH	TERF1	5	0.961	0.1922
XDH	MINA	5	0.466	0.0932
XDH	FUT5	4	0.688	0.172
XDH	CLIC2	5	1.092	0.2184
XDH	MMP1	4	0.457	0.11425
XDH	SHQ1	7	0.837	0.119571428571429
XDH	FZD3	6	0.775	0.129166666666667
XDH	NELL2	6	0.857	0.142833333333333
XDH	DAPK3	5	0.97	0.194
XDH	ENAH	5	0.799	0.1598
XDH	U2AF1	6	0.804	0.134
ACHB4	FOLR1	5	0.516	0.1032
ACHB4	JPH3	5	0.853	0.1706
ACHB4	BAG5	4	0.599	0.14975
ACHB4	TASP1	5	0.681	0.1362
ACHB4	DPYS	7	0.934	0.133428571428571
ACHB4	PPARG	4	0.25	0.0625
ACHB4	TERF1	6	0.652	0.108666666666667
ACHB4	MINA	5	0.242	0.0484
ACHB4	FUT5	7	0.489	0.0698571428571429
ACHB4	CLIC2	7	1.017	0.145285714285714
ACHB4	MMP1	3	0.219	0.073
ACHB4	SHQ1	6	0.673	0.112166666666667
ACHB4	FZD3	5	0.507	0.1014
ACHB4	NELL2	6	0.917	0.152833333333333
ACHB4	DAPK3	5	0.786	0.1572
ACHB4	ENAH	5	0.61	0.122
ACHB4	U2AF1	5	0.534	0.1068
RLP24	FOLR1	9	0.762	0.0846666666666667
RLP24	JPH3	9	1.068	0.118666666666667
RLP24	BAG5	7	0.636	0.0908571428571429
RLP24	TASP1	4	0.791	0.19775
RLP24	DPYS	3	0.534	0.178
RLP24	PPARG	3	0.36	0.12
RLP24	TERF1	7	0.862	0.123142857142857
RLP24	MINA	3	0.094	0.0313333333333333
RLP24	FUT5	2	0.442	0.221
RLP24	CLIC2	7	0.988	0.141142857142857
RLP24	MMP1	6	0.241	0.0401666666666667
RLP24	SHQ1	2	0.182	0.091
RLP24	FZD3	5	0.219	0.0438
RLP24	NELL2	7	0.902	0.128857142857143
RLP24	DAPK3	6	0.841	0.140166666666667
RLP24	ENAH	8	0.977	0.122125
RLP24	U2AF1	2	0.599	0.2995
EDN1	FOLR1	5	0.338	0.0676
EDN1	JPH3	4	0.575	0.14375
EDN1	BAG5	4	0.422	0.1055
EDN1	TASP1	4	0.482	0.1205
EDN1	DPYS	5	0.655	0.131
EDN1	PPARG	3	0.051	0.017
EDN1	TERF1	4	0.373	0.09325
EDN1	MINA	4	0.043	0.01075
EDN1	FUT5	6	0.29	0.0483333333333333
EDN1	CLIC2	7	0.918	0.131142857142857
EDN1	MMP1	2	0.02	0.01
EDN1	SHQ1	4	0.552	0.138
EDN1	FZD3	2	0.293	0.1465
EDN1	NELL2	5	0.88	0.176
EDN1	DAPK3	4	0.602	0.1505
EDN1	ENAH	4	0.37	0.0925
EDN1	U2AF1	3	0.255	0.085
GBRB3	FOLR1	7	0.913	0.130428571428571
GBRB3	JPH3	6	1.092	0.182
GBRB3	BAG5	4	0.79	0.1975
GBRB3	TASP1	6	0.948	0.158
GBRB3	DPYS	4	0.982	0.2455
GBRB3	PPARG	5	0.517	0.1034
GBRB3	TERF1	5	0.769	0.1538
GBRB3	MINA	4	0.465	0.11625
GBRB3	FUT5	7	0.682	0.0974285714285714
GBRB3	CLIC2	8	1.142	0.14275
GBRB3	MMP1	4	0.486	0.1215
GBRB3	SHQ1	4	0.935	0.23375
GBRB3	FZD3	6	0.421	0.0701666666666667
GBRB3	NELL2	6	0.834	0.139
GBRB3	DAPK3	8	0.817	0.102125
GBRB3	ENAH	7	0.885	0.126428571428571
GBRB3	U2AF1	8	0.89	0.11125
TKT	FOLR1	6	0.575	0.0958333333333333
TKT	JPH3	6	0.791	0.131833333333333
TKT	BAG5	4	0.666	0.1665
TKT	TASP1	6	0.761	0.126833333333333
TKT	DPYS	8	0.748	0.0935
TKT	PPARG	6	0.329	0.0548333333333333
TKT	TERF1	5	0.674	0.1348
TKT	MINA	4	0.199	0.04975
TKT	FUT5	4	0.414	0.1035
TKT	CLIC2	4	0.652	0.163
TKT	MMP1	4	0.183	0.04575
TKT	SHQ1	7	0.73	0.104285714285714
TKT	FZD3	4	0.42	0.105
TKT	NELL2	6	0.821	0.136833333333333
TKT	DAPK3	4	0.834	0.2085
TKT	ENAH	5	0.512	0.1024
TKT	U2AF1	6	0.517	0.0861666666666667
NEU2	FOLR1	6	0.466	0.0776666666666667
NEU2	JPH3	4	0.605	0.15125
NEU2	BAG5	4	0.548	0.137
NEU2	TASP1	5	0.62	0.124
NEU2	DPYS	7	0.859	0.122714285714286
NEU2	PPARG	2	0.179	0.0895
NEU2	TERF1	6	0.579	0.0965
NEU2	MINA	5	0.181	0.0362
NEU2	FUT5	7	0.428	0.0611428571428571
NEU2	CLIC2	6	0.977	0.162833333333333
NEU2	MMP1	3	0.158	0.0526666666666667
NEU2	SHQ1	6	0.615	0.1025
NEU2	FZD3	5	0.446	0.0892
NEU2	NELL2	6	0.806	0.134333333333333
NEU2	DAPK3	4	0.722	0.1805
NEU2	ENAH	5	0.501	0.1002
NEU2	U2AF1	5	0.459	0.0918
3HAO	FOLR1	8	0.976	0.122
3HAO	JPH3	7	1.001	0.143
3HAO	BAG5	6	0.869	0.144833333333333
3HAO	TASP1	6	1.305	0.2175
3HAO	DPYS	6	0.98	0.163333333333333
3HAO	PPARG	3	0.716	0.238666666666667
3HAO	TERF1	6	0.974	0.162333333333333
3HAO	MINA	5	0.47	0.094
3HAO	FUT5	5	0.685	0.137
3HAO	CLIC2	6	1.117	0.186166666666667
3HAO	MMP1	5	0.454	0.0908
3HAO	SHQ1	7	0.825	0.117857142857143
3HAO	FZD3	7	0.595	0.085
3HAO	NELL2	7	0.909	0.129857142857143
3HAO	DAPK3	7	0.957	0.136714285714286
3HAO	ENAH	7	0.568	0.0811428571428571
3HAO	U2AF1	6	0.946	0.157666666666667
RL10L	FOLR1	9	0.831	0.0923333333333333
RL10L	JPH3	4	1.112	0.278
RL10L	BAG5	7	0.705	0.100714285714286
RL10L	TASP1	8	1.034	0.12925
RL10L	DPYS	8	0.979	0.122375
RL10L	PPARG	6	0.539	0.0898333333333333
RL10L	TERF1	5	0.886	0.1772
RL10L	MINA	4	0.198	0.0495
RL10L	FUT5	6	0.541	0.0901666666666667
RL10L	CLIC2	8	1.092	0.1365
RL10L	MMP1	6	0.31	0.0516666666666667
RL10L	SHQ1	4	0.764	0.191
RL10L	FZD3	6	0.323	0.0538333333333333
RL10L	NELL2	7	0.906	0.129428571428571
RL10L	DAPK3	6	0.91	0.151666666666667
RL10L	ENAH	8	0.768	0.096
RL10L	U2AF1	4	0.38	0.095
ADA1D	FOLR1	4	0.388	0.097
ADA1D	JPH3	5	0.661	0.1322
ADA1D	BAG5	5	0.508	0.1016
ADA1D	TASP1	5	0.568	0.1136
ADA1D	DPYS	6	0.705	0.1175
ADA1D	PPARG	4	0.137	0.03425
ADA1D	TERF1	5	0.459	0.0918
ADA1D	MINA	5	0.129	0.0258
ADA1D	FUT5	5	0.372	0.0744
ADA1D	CLIC2	8	0.968	0.121
ADA1D	MMP1	3	0.106	0.0353333333333333
ADA1D	SHQ1	5	0.638	0.1276
ADA1D	FZD3	2	0.292	0.146
ADA1D	NELL2	4	0.93	0.2325
ADA1D	DAPK3	5	0.688	0.1376
ADA1D	ENAH	5	0.456	0.0912
ADA1D	U2AF1	4	0.305	0.07625
CANB2	FOLR1	6	0.587	0.0978333333333333
CANB2	JPH3	5	0.776	0.1552
CANB2	BAG5	5	0.719	0.1438
CANB2	TASP1	5	0.692	0.1384
CANB2	DPYS	8	0.804	0.1005
CANB2	PPARG	4	0.261	0.06525
CANB2	TERF1	7	0.75	0.107142857142857
CANB2	MINA	4	0.2	0.05
CANB2	FUT5	6	0.397	0.0661666666666667
CANB2	CLIC2	7	1.028	0.146857142857143
CANB2	MMP1	3	0.23	0.0766666666666667
CANB2	SHQ1	5	0.827	0.1654
CANB2	FZD3	2	0.384	0.192
CANB2	NELL2	6	0.845	0.140833333333333
CANB2	DAPK3	5	0.893	0.1786
CANB2	ENAH	6	0.672	0.112
CANB2	U2AF1	6	0.63	0.105
KAP3	FOLR1	6	0.567	0.0945
KAP3	JPH3	7	0.772	0.110285714285714
KAP3	BAG5	7	0.779	0.111285714285714
KAP3	TASP1	6	0.649	0.108166666666667
KAP3	DPYS	5	0.675	0.135
KAP3	PPARG	5	0.218	0.0436
KAP3	TERF1	7	0.524	0.0748571428571429
KAP3	MINA	6	0.21	0.035
KAP3	FUT5	4	0.441	0.11025
KAP3	CLIC2	7	0.938	0.134
KAP3	MMP1	3	0.164	0.0546666666666667
KAP3	SHQ1	5	0.652	0.1304
KAP3	FZD3	4	0.357	0.08925
KAP3	NELL2	4	0.906	0.2265
KAP3	DAPK3	4	0.762	0.1905
KAP3	ENAH	3	0.698	0.232666666666667
KAP3	U2AF1	3	0.275	0.0916666666666667
PANX1	FOLR1	6	0.404	0.0673333333333333
PANX1	JPH3	6	0.624	0.104
PANX1	BAG5	5	0.496	0.0992
PANX1	TASP1	5	0.589	0.1178
PANX1	DPYS	8	0.825	0.103125
PANX1	PPARG	4	0.158	0.0395
PANX1	TERF1	5	0.503	0.1006
PANX1	MINA	5	0.15	0.03
PANX1	FUT5	6	0.393	0.0655
PANX1	CLIC2	8	0.996	0.1245
PANX1	MMP1	5	0.168	0.0336
PANX1	SHQ1	5	0.626	0.1252
PANX1	FZD3	3	0.394	0.131333333333333
PANX1	NELL2	7	0.953	0.136142857142857
PANX1	DAPK3	5	0.676	0.1352
PANX1	ENAH	5	0.341	0.0682
PANX1	U2AF1	6	0.346	0.0576666666666667
ST2A1	FOLR1	6	0.577	0.0961666666666667
ST2A1	JPH3	6	0.727	0.121166666666667
ST2A1	BAG5	8	0.73	0.09125
ST2A1	TASP1	4	0.566	0.1415
ST2A1	DPYS	9	0.963	0.107
ST2A1	PPARG	3	0.135	0.045
ST2A1	TERF1	6	0.479	0.0798333333333333
ST2A1	MINA	4	0.127	0.03175
ST2A1	FUT5	6	0.374	0.0623333333333333
ST2A1	CLIC2	6	0.974	0.162333333333333
ST2A1	MMP1	6	0.209	0.0348333333333333
ST2A1	SHQ1	6	0.689	0.114833333333333
ST2A1	FZD3	4	0.392	0.098
ST2A1	NELL2	5	0.811	0.1622
ST2A1	DAPK3	6	0.791	0.131833333333333
ST2A1	ENAH	6	0.654	0.109
ST2A1	U2AF1	7	0.563	0.0804285714285714
UPP2	FOLR1	8	0.846	0.10575
UPP2	JPH3	8	1.157	0.144625
UPP2	BAG5	7	0.793	0.113285714285714
UPP2	TASP1	9	1.006	0.111777777777778
UPP2	DPYS	4	0.625	0.15625
UPP2	PPARG	6	0.528	0.088
UPP2	TERF1	6	0.935	0.155833333333333
UPP2	MINA	5	0.318	0.0636
UPP2	FUT5	5	0.533	0.1066
UPP2	CLIC2	2	0.572	0.286
UPP2	MMP1	5	0.302	0.0604
UPP2	SHQ1	4	0.609	0.15225
UPP2	FZD3	6	0.565	0.0941666666666667
UPP2	NELL2	6	0.924	0.154
UPP2	DAPK3	8	0.932	0.1165
UPP2	ENAH	5	0.894	0.1788
UPP2	U2AF1	6	0.577	0.0961666666666667
AK1D1	FOLR1	7	0.679	0.097
AK1D1	JPH3	6	0.886	0.147666666666667
AK1D1	BAG5	7	0.792	0.113142857142857
AK1D1	TASP1	6	0.714	0.119
AK1D1	DPYS	7	0.602	0.086
AK1D1	PPARG	5	0.283	0.0566
AK1D1	TERF1	7	0.799	0.114142857142857
AK1D1	MINA	6	0.275	0.0458333333333333
AK1D1	FUT5	5	0.491	0.0982
AK1D1	CLIC2	5	0.799	0.1598
AK1D1	MMP1	4	0.252	0.063
AK1D1	SHQ1	8	0.854	0.10675
AK1D1	FZD3	6	0.54	0.09
AK1D1	NELL2	7	0.945	0.135
AK1D1	DAPK3	7	0.972	0.138857142857143
AK1D1	ENAH	7	0.637	0.091
AK1D1	U2AF1	8	0.642	0.08025
CAC1A	FOLR1	5	0.679	0.1358
CAC1A	JPH3	5	0.916	0.1832
CAC1A	BAG5	5	0.694	0.1388
CAC1A	TASP1	6	0.89	0.148333333333333
CAC1A	DPYS	6	0.881	0.146833333333333
CAC1A	PPARG	5	0.459	0.0918
CAC1A	TERF1	4	0.796	0.199
CAC1A	MINA	4	0.367	0.09175
CAC1A	FUT5	6	0.551	0.0918333333333333
CAC1A	CLIC2	8	1.144	0.143
CAC1A	MMP1	4	0.351	0.08775
CAC1A	SHQ1	6	0.858	0.143
CAC1A	FZD3	2	0.392	0.196
CAC1A	NELL2	2	0.957	0.4785
CAC1A	DAPK3	4	0.944	0.236
CAC1A	ENAH	4	0.985	0.24625
CAC1A	U2AF1	4	0.481	0.12025
CUBN	FOLR1	6	0.807	0.1345
CUBN	JPH3	6	1.027	0.171166666666667
CUBN	BAG5	5	0.899	0.1798
CUBN	TASP1	5	0.992	0.1984
CUBN	DPYS	7	0.979	0.139857142857143
CUBN	PPARG	6	0.561	0.0935
CUBN	TERF1	5	0.906	0.1812
CUBN	MINA	4	0.439	0.10975
CUBN	FUT5	4	0.654	0.1635
