source	dest	edges	cum_dist	avg_dist_per_edge
ACE	GPX5	3	0.169	0.0563333333333333
ACE	CBLC	4	0.203	0.05075
ACE	CSRP2	4	0.682	0.1705
ACE	GALR2	2	0.113	0.0565
ACE	AIM1	5	0.396	0.0792
ACE	STX8	4	0.635	0.15875
ACE	CREG1	3	0.47	0.156666666666667
ACE	LPIN2	4	0.414	0.1035
ACE	RAD51	3	0.129	0.043
ACE	ACVR1	3	0.191	0.0636666666666667
ACE	EBP	4	0.278	0.0695
ACE	GSTA1	2	0.137	0.0685
ACE	TRPM6	2	0.282	0.141
ACE	HHLA2	4	0.631	0.15775
ACE	CSF2	6	0.085	0.0141666666666667
ACE	BTG4	6	0.388	0.0646666666666667
ACE	SOCS5	4	0.228	0.057
ACE	NUP50	2	0.408	0.204
ACE	UVRAG	4	0.954	0.2385
ACE	NXT2	4	0.732	0.183
ACE	PCIF1	4	0.533	0.13325
KAPCA	GPX5	4	0.16	0.04
KAPCA	CBLC	5	0.201	0.0402
KAPCA	CSRP2	3	0.326	0.108666666666667
KAPCA	GALR2	2	0.136	0.068
KAPCA	AIM1	5	0.355	0.071
KAPCA	STX8	5	0.634	0.1268
KAPCA	CREG1	4	0.461	0.11525
KAPCA	LPIN2	7	0.542	0.0774285714285714
KAPCA	RAD51	3	0.114	0.038
KAPCA	ACVR1	4	0.218	0.0545
KAPCA	EBP	4	0.263	0.06575
KAPCA	GSTA1	5	0.467	0.0934
KAPCA	TRPM6	3	0.273	0.091
KAPCA	HHLA2	5	0.588	0.1176
KAPCA	CSF2	3	0.08	0.0266666666666667
KAPCA	BTG4	7	0.386	0.0551428571428571
KAPCA	SOCS5	4	0.322	0.0805
KAPCA	NUP50	4	0.407	0.10175
KAPCA	UVRAG	2	0.865	0.4325
KAPCA	NXT2	3	0.622	0.207333333333333
KAPCA	PCIF1	5	0.539	0.1078
NTKL	GPX5	5	0.284	0.0568
NTKL	CBLC	3	0.229	0.0763333333333333
NTKL	CSRP2	6	0.533	0.0888333333333333
NTKL	GALR2	5	0.361	0.0722
NTKL	AIM1	5	0.304	0.0608
NTKL	STX8	5	0.561	0.1122
NTKL	CREG1	6	0.581	0.0968333333333333
NTKL	LPIN2	6	0.54	0.09
NTKL	RAD51	5	0.215	0.043
NTKL	ACVR1	5	0.324	0.0648
NTKL	EBP	5	0.375	0.075
NTKL	GSTA1	5	0.312	0.0624
NTKL	TRPM6	5	0.446	0.0892
NTKL	HHLA2	6	0.554	0.0923333333333333
NTKL	CSF2	4	0.212	0.053
NTKL	BTG4	8	0.496	0.062
NTKL	SOCS5	3	0.276	0.092
NTKL	NUP50	5	0.519	0.1038
NTKL	UVRAG	6	0.806	0.134333333333333
NTKL	NXT2	7	0.843	0.120428571428571
NTKL	PCIF1	6	0.644	0.107333333333333
CALM	GPX5	3	0.148	0.0493333333333333
CALM	CBLC	2	0.109	0.0545
CALM	CSRP2	2	0.585	0.2925
CALM	GALR2	2	0.099	0.0495
CALM	AIM1	3	0.167	0.0556666666666667
CALM	STX8	3	0.301	0.100333333333333
CALM	CREG1	3	0.46	0.153333333333333
CALM	LPIN2	4	0.392	0.098
CALM	RAD51	3	0.106	0.0353333333333333
CALM	ACVR1	4	0.204	0.051
CALM	EBP	4	0.255	0.06375
CALM	GSTA1	4	0.29	0.0725
CALM	TRPM6	3	0.274	0.0913333333333333
CALM	HHLA2	4	0.408	0.102
CALM	CSF2	4	0.063	0.01575
CALM	BTG4	6	0.372	0.062
CALM	SOCS5	2	0.156	0.078
CALM	NUP50	4	0.399	0.09975
CALM	UVRAG	1	0.373	0.373
CALM	NXT2	5	0.633	0.1266
CALM	PCIF1	2	0.459	0.2295
ACHA4	GPX5	3	0.232	0.0773333333333333
ACHA4	CBLC	3	0.263	0.0876666666666667
ACHA4	CSRP2	4	0.486	0.1215
